name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,coal_sc,dsr,eens,gas_ccgt,gas_chp,gas_eng_chp,gas_peak,h_dams,h_pond,h_ror,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,offshore,oil,onshore,pump,pump_open,solar,waste
2028-base,AT,S,avg_consumer_price_EUR_per_MWh,,76.76232748435615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,avg_producer_price_EUR_per_MWh,,66.46312207952849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,capacity_factor,,0.8979562669463957,,0.0,,,,,,0.0,,0.3423067614822371,,,,0.2802437068199749,0.7028541016717424,0.3674439106188309,0.0778204379455059,,,,,,,,0.0,0.267073194033334,,0.116081220288288,0.1636770011165293,0.4907980422753885
2028-base,AT,S,capacity_factor_charging,,,,,,,,,,,,,,,,,,,0.0884328603241398,,,,,,,,,,,0.1815273651428824,,
2028-base,AT,S,capex_mn_EUR_per_yr,,,,87.78898862808691,,,,,,0.0,,419.8632624670946,,,,514.3631273496388,233.61674425437783,1006.7865952388668,141.84859096191832,,,,,,,,7.504019106720023,919.5683794332635,,880.0241183564913,844.1866468446258,94.46642967761484
2028-base,AT,S,charged_TWh,,13.314138639676523,,,,,,,,,,,,,,0.0,0.0,0.0,1.3658628237588937,,,,,,,,,,,2.9237978374339315,,
2028-base,AT,S,curtailment_TWh,,0.1064569747932905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,discharged_TWh,,66.3821612088937,,,,,,,,,,,,,,3.099432622838594,3.5305767235174965,7.954355227845613,1.2019518845008743,,,,,,,,,,,2.196509280589757,,
2028-base,AT,S,emissions_MtCO2,,14.405687876687471,,0.0,,,,,,0.0,0.0,1.998769914799399,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0
2028-base,AT,S,export_TWh,,7.183638508944492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,heat_production_PJ,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,import_TWh,,4.233500396506228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,inflow_TWh,,,,,,,,,,,,,,,,3.851142,3.534471,8.121458,,,,,,,,,,,,1.703853,,
2028-base,AT,S,load_TWh,,35.329963756102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,net_import_TWh,,-2.950138112438264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,opex_mn_EUR,,,,0.0,,,,,,0.0,,448.0933501730442,,,,9.298297868515782,7.061153447034993,,6.009759422504371,,,,,,,,0.0,0.0,,8.78603712235903,0.0,7.289921039042771
2028-base,AT,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7880480342693876,,,0.4639387439672666,
2028-base,AT,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1950276451320496,,,0.5008088446494918,
2028-base,AT,S,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169243205985626,,,0.0352524113832414,
2028-base,AT,S,production_TWh,,172.23186206324158,,0.0,,,,,,0.0,0.0,5.087777964943925,,,,3.099432622838594,3.5305767235174965,7.954355227845613,1.2019518845008743,,,,,,,,0.0,7.792725753071187,,2.196509280589757,11.63924177347756,0.1736482737413706
2028-base,AT,S,production_el_eq_TWh,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,S,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270484752053631,,,0.0794084995879266,
2028-base,AT,S,production_hours,,,,0.0,,,,,,0.0,0.0,2344.0,,,,4368.0,3161.0,4368.0,788.0,,,,,,,,0.0,,,1071.0,,2682.0
2028-base,AT,S,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.765677277865823,,,11.559833273889632,
2028-base,AT,S,wholesale_expenses_mn_EUR,116.63719337131192,,,,,,,,,,,,,,,0.0,0.0,0.0,60.6091390154214,,,,,,,,,,,96.21093330610148,,
2028-base,AT,S,wholesale_revenues_mn_EUR,392.8205180643789,,,0.0,,,,,,0.0,,454.395914360048,,,,261.8706187413948,310.2998058097844,624.8002031109181,111.15732684648924,,,,,,,,0.0,585.1438703639095,,205.3476961199416,585.7082554569338,15.95200419572656
2028-base,AT,W,avg_consumer_price_EUR_per_MWh,,97.25238535347756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,avg_producer_price_EUR_per_MWh,,92.65940751052302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,capacity_factor,,0.8930494020996941,,0.1311247723132969,,,,,,0.0,,0.8863728347673936,,,,0.1579266733730449,0.5130560257780946,0.3081510696714924,0.0632491829070072,,,,,,,,0.0,0.2898557380164395,,0.1666638020343206,0.0825846677959927,0.8415742603235994
2028-base,AT,W,capacity_factor_charging,,,,,,,,,,,,,,,,,,,0.0693897060377596,,,,,,,,,,,0.0796400476474429,,
2028-base,AT,W,capex_mn_EUR_per_yr,,,,87.78898862808691,,,,,,0.0,,419.8632624670946,,,,514.3631273496388,233.61674425437783,1006.7865952388668,141.84859096191832,,,,,,,,7.504019106720023,919.5683794332635,,880.0241183564913,844.1866468446258,94.46642967761484
2028-base,AT,W,charged_TWh,,13.314138639676523,,,,,,,,,,,,,,0.0,0.0,0.0,1.0776262492984163,,,,,,,,,,,1.2897824093470205,,
2028-base,AT,W,curtailment_TWh,,0.0214140755273076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,discharged_TWh,,66.3821612088937,,,,,,,,,,,,,,1.7562305200185742,2.591343375,6.707447912074097,0.9822635609693716,,,,,,,,,,,3.1709694970924778,,
2028-base,AT,W,emissions_MtCO2,,14.405687876687471,,0.0,,,,,,0.0,0.0,5.204074023544337,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0
2028-base,AT,W,export_TWh,,8.701931205812844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,heat_production_PJ,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,import_TWh,,9.571687959053175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,inflow_TWh,,,,,,,,,,,,,,,,1.0045211428571428,2.589726,6.739563,,,,,,,,,,,,0.629848,,
2028-base,AT,W,load_TWh,,41.92064554616199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,net_import_TWh,,0.869756753240333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,opex_mn_EUR,,,,30.551328,,,,,,0.0,,1120.1819039272816,,,,5.268691560055722,5.18268675,13.414895824148196,4.911317804846858,,,,,,,,0.0,0.0,,12.683877988369913,0.0,11.729054761861374
2028-base,AT,W,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9192671313193532,,,0.6851169287359055,
2028-base,AT,W,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0767552541717318,,,0.2957246551852601,
2028-base,AT,W,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039776145089148,,,0.0191584160788343,
2028-base,AT,W,production_TWh,,172.23186206324158,,0.276432,,,,,,0.0,0.0,13.246733878112856,,,,1.7562305200185742,2.591343375,6.707447912074097,0.9822635609693716,,,,,,,,0.0,8.50394996113959,,3.1709694970924778,5.9049490964288,0.2993917262586411
2028-base,AT,W,production_el_eq_TWh,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2028-base,AT,W,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057266624295485,,,0.0156874130977573,
2028-base,AT,W,production_hours,,,,644.0,,,,,,0.0,0.0,4186.0,,,,4392.0,2468.0,4392.0,709.0,,,,,,,,0.0,,,1037.0,,3931.0
2028-base,AT,W,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.498223298710041,,,5.889261683331044,
2028-base,AT,W,wholesale_expenses_mn_EUR,456.9146450134168,,,,,,,,,,,,,,,0.0,0.0,0.0,78.0626519083955,,,,,,,,,,,75.22831943870571,,
