name,weather,neighbour,week,ImportTWh,ExportTWh
Stresový,WS04,AT,7,0.071,0.001
Stresový,WS04,AT,8,0.107,0
Stresový,WS04,AT,9,0.1,0
Stresový,WS04,AT,10,0.106,0
Stresový,WS04,AT,11,0.121,0
Stresový,WS04,AT,12,0.092,0
Stresový,WS04,AT,13,0.102,0
Stresový,WS04,AT,14,0.09,0.003
Stresový,WS04,AT,15,0.123,0
Stresový,WS04,AT,16,0.133,0
Stresový,WS04,AT,17,0.127,0
Stresový,WS04,AT,18,0.092,0.002
Stresový,WS04,AT,19,0.124,0
Stresový,WS04,AT,20,0.117,0
Stresový,WS04,AT,21,0.128,0
Stresový,WS04,AT,22,0.123,0
Stresový,WS04,AT,23,0.119,0
Stresový,WS04,AT,24,0.13,0
Stresový,WS04,AT,25,0.097,0
Stresový,WS04,AT,26,0.14,0
Stresový,WS04,AT,27,0.142,0
Stresový,WS04,AT,28,0.137,0
Stresový,WS04,AT,29,0.126,0
Stresový,WS04,AT,30,0.138,0
Stresový,WS04,AT,31,0.113,0
Stresový,WS04,AT,32,0.136,0
Stresový,WS04,AT,33,0.125,0
Stresový,WS04,AT,34,0.132,0
Stresový,WS04,AT,35,0.123,0
Stresový,WS04,AT,36,0.107,0
Stresový,WS04,AT,37,0.12,0
Stresový,WS04,AT,38,0.125,0
Stresový,WS04,AT,39,0.107,0
Stresový,WS04,AT,40,0.1,0
Stresový,WS04,AT,41,0.127,0
Stresový,WS04,AT,42,0.124,0
Stresový,WS04,AT,43,0.104,0.001
Stresový,WS04,AT,44,0.071,0
Stresový,WS04,AT,45,0.095,0
Stresový,WS04,AT,46,0.062,0.003
Stresový,WS04,AT,47,0.057,0
Stresový,WS04,AT,48,0.081,0
Stresový,WS04,AT,49,0.068,0.007
Stresový,WS04,AT,50,0.09,0
Stresový,WS04,AT,51,0.089,0.001
Stresový,WS04,AT,52,0.048,0.004
Stresový,WS04,DE,1,0.179,0.003
Stresový,WS04,DE,2,0.134,0.005
Stresový,WS04,DE,3,0.185,0.006
Stresový,WS04,DE,4,0.07,0.017
Stresový,WS04,DE,5,0.067,0.076
Stresový,WS04,DE,6,0.079,0.023
Stresový,WS04,DE,7,0.017,0.075
Stresový,WS04,DE,8,0.151,0.009
Stresový,WS04,DE,9,0.118,0.02
Stresový,WS04,DE,10,0.14,0.01
Stresový,WS04,DE,11,0.149,0.005
Stresový,WS04,DE,12,0.11,0.001
Stresový,WS04,DE,13,0.08,0.014
Stresový,WS04,DE,14,0.098,0.016
Stresový,WS04,DE,15,0.11,0.008
Stresový,WS04,DE,16,0.141,0
Stresový,WS04,DE,17,0.138,0.01
Stresový,WS04,DE,18,0.118,0.019
Stresový,WS04,DE,19,0.127,0.001
Stresový,WS04,DE,20,0.156,0
Stresový,WS04,DE,21,0.163,0
Stresový,WS04,DE,22,0.176,0
Stresový,WS04,DE,23,0.162,0
Stresový,WS04,DE,24,0.164,0
Stresový,WS04,DE,25,0.157,0
Stresový,WS04,DE,26,0.191,0
Stresový,WS04,DE,27,0.167,0
Stresový,WS04,DE,28,0.202,0
Stresový,WS04,DE,29,0.167,0
Stresový,WS04,DE,30,0.185,0
Stresový,WS04,DE,31,0.184,0
Stresový,WS04,DE,32,0.187,0
Stresový,WS04,DE,33,0.198,0
Stresový,WS04,DE,34,0.148,0
Stresový,WS04,DE,35,0.132,0
Stresový,WS04,DE,36,0.132,0
Stresový,WS04,DE,37,0.153,0
Stresový,WS04,DE,38,0.174,0
Stresový,WS04,DE,39,0.13,0
Stresový,WS04,DE,40,0.179,0
Stresový,WS04,DE,41,0.185,0
Stresový,WS04,DE,42,0.2,0
Stresový,WS04,DE,43,0.089,0.001
Stresový,WS04,DE,44,0.066,0.027
Stresový,WS04,DE,45,0.053,0.023
Stresový,WS04,DE,46,0.084,0.013
Stresový,WS04,DE,47,0.144,0.003
Stresový,WS04,DE,48,0.113,0.015
Stresový,WS04,DE,49,0.098,0.014
Stresový,WS04,DE,50,0.147,0.009
Stresový,WS04,DE,51,0.112,0.015
Stresový,WS04,DE,52,0.099,0.008
Stresový,WS04,PL,1,0.052,0.012
Stresový,WS04,PL,2,0.063,0.011
Stresový,WS04,PL,3,0.023,0.02
Stresový,WS04,PL,4,0.05,0.005
Stresový,WS04,PL,5,0.076,0.002
Stresový,WS04,PL,6,0.088,0.005
Stresový,WS04,PL,7,0.047,0.003
Stresový,WS04,PL,8,0.06,0.013
Stresový,WS04,PL,9,0.031,0.019
Stresový,WS04,PL,10,0.039,0.039
Stresový,WS04,PL,11,0.002,0.038
Stresový,WS04,PL,12,0.048,0.015
Stresový,WS04,PL,13,0.005,0.071
Stresový,WS04,PL,14,0.036,0.024
Stresový,WS04,PL,15,0.015,0.047
Stresový,WS04,PL,16,0.018,0.019
Stresový,WS04,PL,17,0.021,0.017
Stresový,WS04,PL,18,0.062,0.003
Stresový,WS04,PL,19,0.003,0.11
Stresový,WS04,PL,20,0.01,0.064
Stresový,WS04,PL,21,0.002,0.061
Stresový,WS04,PL,22,0.015,0.037
Stresový,WS04,PL,23,0.04,0.027
Stresový,WS04,PL,24,0.031,0.059
Stresový,WS04,PL,25,0.04,0.05
Stresový,WS04,PL,26,0.012,0.062
Stresový,WS04,PL,27,0.033,0.03
Stresový,WS04,PL,28,0.005,0.084
Stresový,WS04,PL,29,0.028,0.052
Stresový,WS04,PL,30,0.01,0.053
Stresový,WS04,PL,31,0.059,0.006
Stresový,WS04,PL,32,0.002,0.087
Stresový,WS04,PL,33,0.009,0.04
Stresový,WS04,PL,34,0.009,0.039
Stresový,WS04,PL,35,0.012,0.033
Stresový,WS04,PL,36,0.027,0.043
Stresový,WS04,PL,37,0.03,0.044
Stresový,WS04,PL,38,0.055,0.012
Stresový,WS04,PL,39,0.026,0.045
Stresový,WS04,PL,40,0.068,0.003
Stresový,WS04,PL,41,0.021,0.08
Stresový,WS04,PL,42,0.026,0.054
Stresový,WS04,PL,43,0.038,0.02
Stresový,WS04,PL,44,0.022,0.02
Stresový,WS04,PL,45,0.004,0.012
Stresový,WS04,PL,46,0.038,0.009
Stresový,WS04,PL,47,0.045,0.019
Stresový,WS04,PL,48,0.023,0.02
Stresový,WS04,PL,49,0.031,0.016
Stresový,WS04,PL,50,0.026,0.03
Stresový,WS04,PL,51,0.045,0.024
Stresový,WS04,PL,52,0.03,0.047
Stresový,WS04,SK,1,0.025,0.007
Stresový,WS04,SK,2,0.028,0.005
Stresový,WS04,SK,3,0.01,0.013
Stresový,WS04,SK,4,0.047,0.001
Stresový,WS04,SK,5,0.16,0
Stresový,WS04,SK,6,0.095,0.002
Stresový,WS04,SK,7,0.121,0
Stresový,WS04,SK,8,0.093,0.002
Stresový,WS04,SK,9,0.121,0.004
Stresový,WS04,SK,10,0.062,0
Stresový,WS04,SK,11,0.077,0
Stresový,WS04,SK,12,0.068,0
Stresový,WS04,SK,13,0.087,0.002
Stresový,WS04,SK,14,0.072,0.002
Stresový,WS04,SK,15,0.117,0.001
Stresový,WS04,SK,16,0.082,0
Stresový,WS04,SK,17,0.043,0.001
Stresový,WS04,SK,18,0.032,0.018
Stresový,WS04,SK,19,0.052,0.014
Stresový,WS04,SK,20,0.026,0.023
Stresový,WS04,SK,21,0.005,0.031
Stresový,WS04,SK,22,0.005,0.005
Stresový,WS04,SK,23,0.007,0.012
Stresový,WS04,SK,24,0.011,0.007
Stresový,WS04,SK,25,0.025,0.006
Stresový,WS04,SK,26,0.006,0.012
Stresový,WS04,SK,27,0.037,0.017
Stresový,WS04,SK,28,0.034,0.002
Stresový,WS04,SK,29,0.044,0.003
Stresový,WS04,SK,30,0.03,0
Stresový,WS04,SK,31,0.028,0.015
Stresový,WS04,SK,32,0.036,0.007
Stresový,WS04,SK,33,0.026,0.004
Stresový,WS04,SK,34,0.102,0
Stresový,WS04,SK,35,0.074,0
Stresový,WS04,SK,36,0.057,0.002
Stresový,WS04,SK,37,0.028,0.014
Stresový,WS04,SK,38,0.054,0.001
Stresový,WS04,SK,39,0.018,0.008
Stresový,WS04,SK,40,0.044,0.004
Stresový,WS04,SK,41,0.025,0.003
Stresový,WS04,SK,42,0.017,0.013
Stresový,WS04,SK,43,0.023,0.007
Stresový,WS04,SK,44,0.043,0.009
Stresový,WS04,SK,45,0.087,0
Stresový,WS04,SK,46,0.043,0.005
Stresový,WS04,SK,47,0.017,0.02
Stresový,WS04,SK,48,0.05,0.002
Stresový,WS04,SK,49,0.029,0.003
Stresový,WS04,SK,50,0.027,0.005
Stresový,WS04,SK,51,0.045,0.002
Stresový,WS04,SK,52,0.046,0.008
