name,weather,Date,neighbour,ExportGWh,ImportGWh
Základní+,WS04,2018-11-07,DE,14.506,4.166
Základní+,WS04,2018-11-08,PL,8.862,1.731
Základní+,WS04,2018-11-08,SK,0,3.762
Základní+,WS04,2018-11-08,AT,5.697,6.205
Základní+,WS04,2018-11-08,DE,2.811,0
Základní+,WS04,2018-11-09,PL,6.92,0.557
Základní+,WS04,2018-11-09,SK,0,5.812
Základní+,WS04,2018-11-09,AT,0,10.234
Základní+,WS04,2018-11-09,DE,19.524,2.018
Základní+,WS04,2018-11-10,PL,18.158,0
Základní+,WS04,2018-11-10,SK,0,10.391
Základní+,WS04,2018-11-10,AT,0,13.745
Základní+,WS04,2018-11-10,DE,4.819,7.895
Základní+,WS04,2018-11-11,PL,14.951,0
Základní+,WS04,2018-11-11,SK,1.683,8.428
Základní+,WS04,2018-11-11,AT,0,5.734
Základní+,WS04,2018-11-11,DE,3.44,29.93
Bez Sev.en,WS04,2018-10-29,PL,11.692,6.832
Bez Sev.en,WS04,2018-10-29,SK,0.636,4.767
Bez Sev.en,WS04,2018-10-29,AT,0.255,10.338
Bez Sev.en,WS04,2018-10-29,DE,2.949,17.088
Bez Sev.en,WS04,2018-10-30,PL,1.422,1.945
Bez Sev.en,WS04,2018-10-30,SK,0.037,0.58
Bez Sev.en,WS04,2018-10-30,AT,0,14.584
Bez Sev.en,WS04,2018-10-30,DE,0,5.112
Bez Sev.en,WS04,2018-10-31,PL,2.395,0.798
Bez Sev.en,WS04,2018-10-31,SK,0,2.009
Bez Sev.en,WS04,2018-10-31,AT,0,12.243
Bez Sev.en,WS04,2018-10-31,DE,0,5.236
Bez Sev.en,WS04,2018-11-01,PL,2.63,0.603
Bez Sev.en,WS04,2018-11-01,SK,0,19.527
Bez Sev.en,WS04,2018-11-01,AT,0,12.208
Bez Sev.en,WS04,2018-11-01,DE,2.817,10.026
Bez Sev.en,WS04,2018-11-02,PL,11.78,0
Bez Sev.en,WS04,2018-11-02,SK,0,17.116
Bez Sev.en,WS04,2018-11-02,AT,0,13.926
Bez Sev.en,WS04,2018-11-02,DE,5.192,6.614
Bez Sev.en,WS04,2018-11-03,PL,16.249,0
Bez Sev.en,WS04,2018-11-03,SK,3.789,14.087
Bez Sev.en,WS04,2018-11-03,AT,0,7.974
Bez Sev.en,WS04,2018-11-03,DE,4.182,10
Bez Sev.en,WS04,2018-11-04,PL,3.426,0
Bez Sev.en,WS04,2018-11-04,SK,0.051,11.029
Bez Sev.en,WS04,2018-11-04,AT,0,0
Bez Sev.en,WS04,2018-11-04,DE,24.142,0
Bez Sev.en,WS04,2018-11-05,PL,6.202,0
Bez Sev.en,WS04,2018-11-05,SK,0,14.45
Bez Sev.en,WS04,2018-11-05,AT,0,9.354
Bez Sev.en,WS04,2018-11-05,DE,11.52,0
Bez Sev.en,WS04,2018-11-06,PL,0.735,0
Bez Sev.en,WS04,2018-11-06,SK,0,11.434
Bez Sev.en,WS04,2018-11-06,AT,0,12.418
Bez Sev.en,WS04,2018-11-06,DE,11.731,0
Bez Sev.en,WS04,2018-11-07,PL,0,0.405
Bez Sev.en,WS04,2018-11-07,SK,0,11.79
Bez Sev.en,WS04,2018-11-07,AT,0.596,2.198
Bez Sev.en,WS04,2018-11-07,DE,6.159,9.808
Bez Sev.en,WS04,2018-11-08,PL,6.751,2.1
Bez Sev.en,WS04,2018-11-08,SK,0,5.392
Bez Sev.en,WS04,2018-11-08,AT,3.903,11.379
Bez Sev.en,WS04,2018-11-08,DE,1.361,0
Bez Sev.en,WS04,2018-11-09,PL,2.266,3.326
Bez Sev.en,WS04,2018-11-09,SK,0,5.922
Bez Sev.en,WS04,2018-11-09,AT,0,9.45
Bez Sev.en,WS04,2018-11-09,DE,9.953,2.03
Bez Sev.en,WS04,2018-11-10,PL,17.992,0
Bez Sev.en,WS04,2018-11-10,SK,0,10.632
Bez Sev.en,WS04,2018-11-10,AT,0,14.273
Bez Sev.en,WS04,2018-11-10,DE,5.334,7.427
Bez Sev.en,WS04,2018-11-11,PL,12.021,0
Bez Sev.en,WS04,2018-11-11,SK,0,8.195
Bez Sev.en,WS04,2018-11-11,AT,0,10.208
Bez Sev.en,WS04,2018-11-11,DE,3.305,19.099
Bez Sev.en a SUAS,WS04,2018-10-29,PL,10.635,6.832
Bez Sev.en a SUAS,WS04,2018-10-29,SK,0.242,5.631
Bez Sev.en a SUAS,WS04,2018-10-29,AT,0.098,12.699
Bez Sev.en a SUAS,WS04,2018-10-29,DE,1.496,17.825
Bez Sev.en a SUAS,WS04,2018-10-30,PL,1.157,3.269
Bez Sev.en a SUAS,WS04,2018-10-30,SK,0,1.31
Bez Sev.en a SUAS,WS04,2018-10-30,AT,0,16.55
Bez Sev.en a SUAS,WS04,2018-10-30,DE,0,4.907
Bez Sev.en a SUAS,WS04,2018-10-31,PL,1.808,1.003
Bez Sev.en a SUAS,WS04,2018-10-31,SK,0,2.653
Bez Sev.en a SUAS,WS04,2018-10-31,AT,0,12.826
Bez Sev.en a SUAS,WS04,2018-10-31,DE,0,5.775
Bez Sev.en a SUAS,WS04,2018-11-01,PL,2.11,0.776
Bez Sev.en a SUAS,WS04,2018-11-01,SK,0,21.77
Bez Sev.en a SUAS,WS04,2018-11-01,AT,0,13.198
Bez Sev.en a SUAS,WS04,2018-11-01,DE,3.184,10.193
Bez Sev.en a SUAS,WS04,2018-11-02,PL,8.179,0
Bez Sev.en a SUAS,WS04,2018-11-02,SK,0,17.604
Bez Sev.en a SUAS,WS04,2018-11-02,AT,0,14.892
Bez Sev.en a SUAS,WS04,2018-11-02,DE,3.503,7.301
Bez Sev.en a SUAS,WS04,2018-11-03,PL,12.764,0.82
Bez Sev.en a SUAS,WS04,2018-11-03,SK,3.204,14.843
Bez Sev.en a SUAS,WS04,2018-11-03,AT,0,10.398
Bez Sev.en a SUAS,WS04,2018-11-03,DE,1.336,10.553
Bez Sev.en a SUAS,WS04,2018-11-04,PL,2.165,0.154
Bez Sev.en a SUAS,WS04,2018-11-04,SK,0,11.957
Bez Sev.en a SUAS,WS04,2018-11-04,AT,0,0.345
Bez Sev.en a SUAS,WS04,2018-11-04,DE,17.734,0
Bez Sev.en a SUAS,WS04,2018-11-05,PL,1.949,0
Bez Sev.en a SUAS,WS04,2018-11-05,SK,0,15.064
Bez Sev.en a SUAS,WS04,2018-11-05,AT,0,10.66
Bez Sev.en a SUAS,WS04,2018-11-05,DE,10.154,0
Bez Sev.en a SUAS,WS04,2018-11-06,PL,0,0
Bez Sev.en a SUAS,WS04,2018-11-06,SK,0,11.983
Bez Sev.en a SUAS,WS04,2018-11-06,AT,0,12.411
Bez Sev.en a SUAS,WS04,2018-11-06,DE,10.034,0
Bez Sev.en a SUAS,WS04,2018-11-07,PL,0,0.975
Bez Sev.en a SUAS,WS04,2018-11-07,SK,0,12.611
Bez Sev.en a SUAS,WS04,2018-11-07,AT,0.654,4.305
Bez Sev.en a SUAS,WS04,2018-11-07,DE,5.175,10.752
Bez Sev.en a SUAS,WS04,2018-11-08,PL,1.513,3.487
Bez Sev.en a SUAS,WS04,2018-11-08,SK,0,7.02
Bez Sev.en a SUAS,WS04,2018-11-08,AT,3.306,13.712
Bez Sev.en a SUAS,WS04,2018-11-08,DE,0.758,0
Bez Sev.en a SUAS,WS04,2018-11-09,PL,1.289,3.522
Bez Sev.en a SUAS,WS04,2018-11-09,SK,0,7.139
Bez Sev.en a SUAS,WS04,2018-11-09,AT,0,9.579
Bez Sev.en a SUAS,WS04,2018-11-09,DE,7.117,2.81
Bez Sev.en a SUAS,WS04,2018-11-10,PL,15.989,0
Bez Sev.en a SUAS,WS04,2018-11-10,SK,0,11.079
Bez Sev.en a SUAS,WS04,2018-11-10,AT,0,15.567
Bez Sev.en a SUAS,WS04,2018-11-10,DE,3.679,8.1
Bez Sev.en a SUAS,WS04,2018-11-11,PL,10.85,0
Bez Sev.en a SUAS,WS04,2018-11-11,SK,0,8.708
Bez Sev.en a SUAS,WS04,2018-11-11,AT,0,11.935
Bez Sev.en a SUAS,WS04,2018-11-11,DE,1.586,19.962
Stresový,WS04,2018-10-29,PL,9.126,6.771
Stresový,WS04,2018-10-29,SK,1.133,2.248
Stresový,WS04,2018-10-29,AT,0,12.873
Stresový,WS04,2018-10-29,DE,1.164,24.134
Stresový,WS04,2018-10-30,PL,0.318,6.154
Stresový,WS04,2018-10-30,SK,2.887,0
Stresový,WS04,2018-10-30,AT,0,9.128
Stresový,WS04,2018-10-30,DE,0,8.102
Stresový,WS04,2018-10-31,PL,0.593,2.759
Stresový,WS04,2018-10-31,SK,0.614,0
Stresový,WS04,2018-10-31,AT,0.023,11.738
Stresový,WS04,2018-10-31,DE,0.496,5.073
Stresový,WS04,2018-11-01,PL,1.681,1.94
Stresový,WS04,2018-11-01,SK,0,12.705
Stresový,WS04,2018-11-01,AT,0,14.238
Stresový,WS04,2018-11-01,DE,5.023,10.561
Stresový,WS04,2018-11-02,PL,3.482,0
Stresový,WS04,2018-11-02,SK,0.073,15.072
Stresový,WS04,2018-11-02,AT,0,12.529
Stresový,WS04,2018-11-02,DE,3.995,7.683
Stresový,WS04,2018-11-03,PL,5.013,3.145
Stresový,WS04,2018-11-03,SK,4.022,6.201
Stresový,WS04,2018-11-03,AT,0,9.387
Stresový,WS04,2018-11-03,DE,0.477,10.395
Stresový,WS04,2018-11-04,PL,0,0.883
Stresový,WS04,2018-11-04,SK,0.299,7.086
Stresový,WS04,2018-11-04,AT,0,0.644
Stresový,WS04,2018-11-04,DE,16.325,0
Stresový,WS04,2018-11-05,PL,2.155,0
Stresový,WS04,2018-11-05,SK,0,18.213
Stresový,WS04,2018-11-05,AT,0,14.448
Stresový,WS04,2018-11-05,DE,7.718,0
Stresový,WS04,2018-11-06,PL,0,0
Stresový,WS04,2018-11-06,SK,0,18.599
Stresový,WS04,2018-11-06,AT,0,14.158
Stresový,WS04,2018-11-06,DE,7.295,0
Stresový,WS04,2018-11-07,PL,0,0
Stresový,WS04,2018-11-07,SK,0,13.657
Stresový,WS04,2018-11-07,AT,0,9.761
Stresový,WS04,2018-11-07,DE,3.391,14.183
Stresový,WS04,2018-11-08,PL,0.007,3.044
Stresový,WS04,2018-11-08,SK,0,8.8
Stresový,WS04,2018-11-08,AT,0.115,13.569
Stresový,WS04,2018-11-08,DE,0.155,3.102
Stresový,WS04,2018-11-09,PL,1.993,0.967
Stresový,WS04,2018-11-09,SK,0,9.557
Stresový,WS04,2018-11-09,AT,0,11.906
Stresový,WS04,2018-11-09,DE,2.849,5.286
Stresový,WS04,2018-11-10,PL,3.888,0
Stresový,WS04,2018-11-10,SK,0,8.297
Stresový,WS04,2018-11-10,AT,0,16.81
Stresový,WS04,2018-11-10,DE,1.419,9.046
Stresový,WS04,2018-11-11,PL,4.111,0
Stresový,WS04,2018-11-11,SK,0,10.078
Stresový,WS04,2018-11-11,AT,0,14.061
Stresový,WS04,2018-11-11,DE,0,21.301
