name,region,week,Demand,Price
Základní+,DE,40,10.775,66.034
Základní+,DE,41,10.693,83.479
Základní+,DE,42,10.834,86.127
Základní+,DE,43,11.854,97.558
Základní+,DE,44,12.176,106.171
Základní+,DE,45,12.498,112.11
Základní+,DE,46,12.182,107.654
Základní+,DE,47,12.67,100.6
Základní+,DE,48,13.147,106.053
Základní+,DE,49,12.836,109.729
Základní+,DE,50,13.098,98.388
Základní+,DE,51,13.088,99.932
Základní+,DE,52,12.145,95.023
Základní+,DK,1,1.347,95.746
Základní+,DK,2,1.119,97.745
Základní+,DK,3,1.1,92.514
Základní+,DK,4,1.114,106.407
Základní+,DK,5,1.287,113.17
Základní+,DK,6,1.242,104.103
Základní+,DK,7,1.231,110.304
Základní+,DK,8,1.155,89.273
Základní+,DK,9,1.152,94.035
Základní+,DK,10,1.069,81.982
Základní+,DK,11,1.129,95.859
Základní+,DK,12,1.123,93.587
Základní+,DK,13,1.022,88.761
Základní+,DK,14,0.986,85.079
Základní+,DK,15,1.061,91.101
Základní+,DK,16,1.057,86.285
Základní+,DK,17,0.98,78.103
Základní+,DK,18,0.99,60.459
Základní+,DK,19,0.947,81.545
Základní+,DK,20,0.952,65.618
Základní+,DK,21,0.887,61.655
Základní+,DK,22,0.896,66.174
Základní+,DK,23,0.934,42.639
Základní+,DK,24,0.901,64.54
Základní+,DK,25,0.908,55.679
Základní+,DK,26,0.89,65.058
Základní+,DK,27,0.866,64.444
Základní+,DK,28,0.865,81.918
Základní+,DK,29,0.869,83.947
Základní+,DK,30,0.857,84.125
Základní+,DK,31,0.905,68.061
Základní+,DK,32,0.884,74.623
Základní+,DK,33,0.893,75
Základní+,DK,34,0.894,87.817
Základní+,DK,35,0.908,83.177
Základní+,DK,36,0.909,80.616
Základní+,DK,37,0.918,84.682
Základní+,DK,38,0.924,87.552
Základní+,DK,39,0.942,85.433
Základní+,DK,40,0.971,65.682
Základní+,DK,41,0.972,84.908
Základní+,DK,42,1.006,86.237
Základní+,DK,43,1.075,95.699
Základní+,DK,44,1.06,102.045
Základní+,DK,45,1.075,107.659
Základní+,DK,46,1.05,101.556
Základní+,DK,47,1.071,96.381
Základní+,DK,48,1.129,102.249
Základní+,DK,49,1.141,105.442
Základní+,DK,50,1.114,98.98
Základní+,DK,51,1.124,98.203
Základní+,DK,52,1.113,93.441
Základní+,EE,1,0.269,110.66
Základní+,EE,2,0.232,105.144
Základní+,EE,3,0.224,108.199
Základní+,EE,4,0.224,105.482
Základní+,EE,5,0.239,107.207
Základní+,EE,6,0.235,103.673
Základní+,EE,7,0.227,107.86
Základní+,EE,8,0.218,105.667
Základní+,EE,9,0.218,95.983
Základní+,EE,10,0.211,101.527
Základní+,EE,11,0.214,105.868
Základní+,EE,12,0.211,97.959
Základní+,EE,13,0.207,101.188
Základní+,EE,14,0.205,88.168
Základní+,EE,15,0.205,88.325
Základní+,EE,16,0.204,93.742
Základní+,EE,17,0.188,90.788
Základní+,EE,18,0.18,59.174
Základní+,EE,19,0.187,94.24
Základní+,EE,20,0.175,68.308
Základní+,EE,21,0.167,60.066
Základní+,EE,22,0.166,51.086
Základní+,EE,23,0.167,44.477
Základní+,EE,24,0.161,51.288
Základní+,EE,25,0.161,40.318
Základní+,EE,26,0.158,65.338
Základní+,EE,27,0.157,61.776
Základní+,EE,28,0.155,83.091
Základní+,EE,29,0.155,87.222
Základní+,EE,30,0.152,90.836
Základní+,EE,31,0.163,73.212
Základní+,EE,32,0.164,99.889
Základní+,EE,33,0.164,90.887
Základní+,EE,34,0.164,94.044
Základní+,EE,35,0.166,86.251
Základní+,EE,36,0.167,76.051
Základní+,EE,37,0.169,91.332
Základní+,EE,38,0.172,88.954
Základní+,EE,39,0.18,73.081
Základní+,EE,40,0.182,43.455
Základní+,EE,41,0.182,97.876
Základní+,EE,42,0.196,85.035
Základní+,EE,43,0.202,102.335
Základní+,EE,44,0.216,111.415
Základní+,EE,45,0.221,110.401
Základní+,EE,46,0.213,98.233
Základní+,EE,47,0.217,88.214
Základní+,EE,48,0.222,115.898
Základní+,EE,49,0.232,108.63
Základní+,EE,50,0.228,107.534
Základní+,EE,51,0.221,102.101
Základní+,EE,52,0.208,87.042
Základní+,ES,1,5.764,80.472
Základní+,ES,2,5.658,82.829
Základní+,ES,3,5.351,75.784
Základní+,ES,4,5.798,84.016
Základní+,ES,5,6.016,83.645
Základní+,ES,6,5.739,71.776
Základní+,ES,7,5.778,80.134
Základní+,ES,8,5.213,69.74
Základní+,ES,9,5.07,54.229
Základní+,ES,10,4.885,64.606
Základní+,ES,11,5.084,61.493
Základní+,ES,12,5.442,70.155
Základní+,ES,13,4.668,68.713
Základní+,ES,14,4.802,72.453
Základní+,ES,15,5.122,77.065
Základní+,ES,16,5.168,57.471
Základní+,ES,17,4.985,57.282
Základní+,ES,18,4.878,68.92
Základní+,ES,19,5.007,70.704
Základní+,ES,20,4.853,67.667
Základní+,ES,21,4.921,64.768
Základní+,ES,22,5.031,70.65
Základní+,ES,23,5.075,57.628
Základní+,ES,24,4.916,62.729
Základní+,ES,25,5.171,65.91
Základní+,ES,26,5.702,74.745
Základní+,ES,27,5.282,66.481
Základní+,ES,28,5.505,75.505
Základní+,ES,29,6.35,83.166
Základní+,ES,30,6.017,79.26
Základní+,ES,31,5.183,68.165
Základní+,ES,32,5.408,75.547
Základní+,ES,33,5.492,74.304
Základní+,ES,34,5.006,72.551
Základní+,ES,35,5.282,77.254
Základní+,ES,36,5.27,78.656
Základní+,ES,37,5.048,80.168
Základní+,ES,38,5.014,70.03
Základní+,ES,39,4.98,78.121
Základní+,ES,40,4.9,60.277
Základní+,ES,41,4.797,81.524
Základní+,ES,42,4.891,77.726
Základní+,ES,43,4.886,78.641
Základní+,ES,44,4.817,78.718
Základní+,ES,45,5.168,81.499
Základní+,ES,46,5.207,82.293
Základní+,ES,47,5.138,79.291
Základní+,ES,48,5.257,79.293
Základní+,ES,49,5.277,84.102
Základní+,ES,50,5.342,78.1
Základní+,ES,51,5.521,78.198
Základní+,ES,52,4.966,58.602
Základní+,FI,1,2.597,107.327
Základní+,FI,2,2.202,102.569
Základní+,FI,3,2.128,103.525
Základní+,FI,4,2.04,97.204
Základní+,FI,5,2.099,94.495
Základní+,FI,6,2.179,103.75
Základní+,FI,7,2.104,104.69
Základní+,FI,8,2.054,102.301
Základní+,FI,9,2.058,95.148
Základní+,FI,10,2.032,102.658
Základní+,FI,11,2.01,102.782
Základní+,FI,12,2.002,99.624
Základní+,FI,13,1.951,101.51
Základní+,FI,14,1.983,96.984
Základní+,FI,15,1.98,94.579
Základní+,FI,16,1.937,97.17
Základní+,FI,17,1.818,94.585
Základní+,FI,18,1.763,88.154
Základní+,FI,19,1.759,97.684
Základní+,FI,20,1.683,64.593
Základní+,FI,21,1.595,51.239
Základní+,FI,22,1.606,42.289
Základní+,FI,23,1.608,39.36
Základní+,FI,24,1.558,48.495
Základní+,FI,25,1.44,42.168
Základní+,FI,26,1.515,57.58
Základní+,FI,27,1.532,59.839
Základní+,FI,28,1.517,83.412
Základní+,FI,29,1.508,86.67
Základní+,FI,30,1.506,92.486
Základní+,FI,31,1.541,73.553
Základní+,FI,32,1.56,97.731
Základní+,FI,33,1.568,89.549
Základní+,FI,34,1.566,97.014
Základní+,FI,35,1.593,86.482
Základní+,FI,36,1.609,79.494
Základní+,FI,37,1.6,93.866
Základní+,FI,38,1.64,88.268
Základní+,FI,39,1.739,75.992
Základní+,FI,40,1.764,50.525
Základní+,FI,41,1.743,96.103
Základní+,FI,42,1.863,81.927
Základní+,FI,43,1.919,100.607
Základní+,FI,44,2.014,106.611
Základní+,FI,45,2.065,105.963
Základní+,FI,46,1.988,95.481
Základní+,FI,47,1.999,86.943
Základní+,FI,48,2.091,110.049
Základní+,FI,49,2.158,101.259
Základní+,FI,50,2.121,104.208
Základní+,FI,51,2.071,99.788
Základní+,FI,52,1.932,83.495
Základní+,FR,1,13.011,73.964
Základní+,FR,2,10.994,64.01
Základní+,FR,3,10.618,61.169
Základní+,FR,4,11.351,83.712
Základní+,FR,5,13.849,95.963
Základní+,FR,6,12.628,85.556
Základní+,FR,7,13.001,88.264
Základní+,FR,8,11.003,67.352
Základní+,FR,9,10.084,54.623
Základní+,FR,10,9.614,48.571
Základní+,FR,11,10.563,74.315
Základní+,FR,12,11.513,83.754
Základní+,FR,13,9.452,72.704
Základní+,FR,14,8.98,73.895
Základní+,FR,15,10.255,82.819
Základní+,FR,16,10.295,72.096
Základní+,FR,17,9.285,63.623
Základní+,FR,18,9.137,54.555
Základní+,FR,19,8.479,65.824
Základní+,FR,20,8.225,59.381
Základní+,FR,21,8.098,56.95
Základní+,FR,22,8.395,61.479
Základní+,FR,23,7.897,25.362
Základní+,FR,24,7.738,58.173
Základní+,FR,25,7.91,56.482
Základní+,FR,26,9.124,70.099
Základní+,FR,27,8.446,63.899
Základní+,FR,28,9.325,75.233
Základní+,FR,29,9.052,77.578
Základní+,FR,30,8.368,72.09
Základní+,FR,31,7.446,64.229
Základní+,FR,32,8.192,66.229
Základní+,FR,33,8.282,67.935
Základní+,FR,34,7.367,78.109
Základní+,FR,35,8.417,78.911
Základní+,FR,36,8.892,71.57
Základní+,FR,37,7.954,68.88
Základní+,FR,38,7.937,68.584
Základní+,FR,39,8.114,77.861
Základní+,FR,40,8.459,42.426
Základní+,FR,41,8.246,75.864
Základní+,FR,42,8.217,71.307
Základní+,FR,43,8.686,77.849
Základní+,FR,44,8.932,80.6
Základní+,FR,45,10.505,83.529
Základní+,FR,46,10.064,84.878
Základní+,FR,47,10.457,75.186
Základní+,FR,48,11.285,79.485
Základní+,FR,49,11.26,82.675
Základní+,FR,50,11.247,73.518
Základní+,FR,51,11.452,75.906
Základní+,FR,52,11.267,58.205
Základní+,GB,1,8.062,78.451
Základní+,GB,2,6.887,59.636
Základní+,GB,3,6.752,63.787
Základní+,GB,4,7.071,83.712
Základní+,GB,5,7.861,91.928
Základní+,GB,6,8.183,85.73
Základní+,GB,7,8.424,91.577
Základní+,GB,8,7.458,75.544
Základní+,GB,9,7.421,75.378
Základní+,GB,10,6.5,55.824
Základní+,GB,11,6.936,83.225
Základní+,GB,12,7.225,84.63
Základní+,GB,13,6.475,77.426
Základní+,GB,14,5.832,78.663
Základní+,GB,15,6.342,83.915
Základní+,GB,16,6.375,77.731
Základní+,GB,17,6.11,75.457
Základní+,GB,18,5.702,47.482
Základní+,GB,19,5.529,77.548
Základní+,GB,20,5.195,55.854
Základní+,GB,21,4.971,72.169
Základní+,GB,22,4.966,72.388
Základní+,GB,23,4.996,29.324
Základní+,GB,24,5.063,56.633
Základní+,GB,25,5.027,45.141
Základní+,GB,26,4.981,60.092
Základní+,GB,27,5.001,75.212
Základní+,GB,28,4.958,75.499
Základní+,GB,29,5.375,83.97
Základní+,GB,30,5.271,76.783
Základní+,GB,31,5.176,72.922
Základní+,GB,32,4.969,64.211
Základní+,GB,33,5.11,59.923
Základní+,GB,34,5.267,82.864
Základní+,GB,35,5.123,81.767
Základní+,GB,36,5.354,74.25
Základní+,GB,37,5.342,67.379
Základní+,GB,38,5.44,82.041
Základní+,GB,39,5.441,82.752
Základní+,GB,40,5.828,45.311
Základní+,GB,41,5.809,60.771
Základní+,GB,42,5.788,75.244
Základní+,GB,43,5.997,81.525
Základní+,GB,44,6.4,83.685
Základní+,GB,45,6.718,74.308
Základní+,GB,46,6.626,78.588
Základní+,GB,47,6.792,75.024
Základní+,GB,48,7.081,80.29
Základní+,GB,49,6.978,71.059
Základní+,GB,50,7.096,83.288
Základní+,GB,51,7.243,80.02
Základní+,GB,52,7.132,73.505
Základní+,GR,1,1.19,82.152
Základní+,GR,2,1.121,85.077
Základní+,GR,3,1.04,84.972
Základní+,GR,4,1.206,84.764
Základní+,GR,5,1.189,84.961
Základní+,GR,6,1.067,83.622
Základní+,GR,7,0.994,80.215
Základní+,GR,8,0.941,73.799
Základní+,GR,9,0.938,70.291
Základní+,GR,10,0.91,64.761
Základní+,GR,11,0.981,80.823
Základní+,GR,12,0.965,72.638
Základní+,GR,13,0.907,66.889
Základní+,GR,14,0.849,64.527
Základní+,GR,15,0.937,65.458
Základní+,GR,16,0.911,59.557
Základní+,GR,17,0.903,58.557
Základní+,GR,18,0.892,72.588
Základní+,GR,19,0.912,75.873
Základní+,GR,20,0.909,72.372
Základní+,GR,21,0.9,60.866
Základní+,GR,22,0.938,68.151
Základní+,GR,23,1.029,59.708
Základní+,GR,24,1.228,77.331
Základní+,GR,25,1.366,75.228
Základní+,GR,26,1.29,76.616
Základní+,GR,27,1.244,75.861
Základní+,GR,28,1.152,79.923
Základní+,GR,29,1.401,82.423
Základní+,GR,30,1.357,81.065
Základní+,GR,31,1.382,76.867
Základní+,GR,32,1.15,63.814
Základní+,GR,33,1.071,75.471
Základní+,GR,34,1.195,80.191
Základní+,GR,35,0.972,68.71
Základní+,GR,36,0.981,78.289
Základní+,GR,37,1.01,76.801
Základní+,GR,38,0.981,80.582
Základní+,GR,39,0.957,80.722
Základní+,GR,40,1.014,78.206
Základní+,GR,41,0.959,77.389
Základní+,GR,42,0.946,83.714
Základní+,GR,43,0.938,82.56
Základní+,GR,44,0.946,84.184
Základní+,GR,45,0.982,83.658
Základní+,GR,46,1.005,84.283
Základní+,GR,47,1.046,79.991
Základní+,GR,48,1.129,83.813
Základní+,GR,49,1.143,84.982
Základní+,GR,50,1.09,82.452
Základní+,GR,51,1.078,83.729
Základní+,GR,52,1.015,84.574
Základní+,HR,1,0.36,93.058
Základní+,HR,2,0.329,99.233
Základní+,HR,3,0.317,97.079
Základní+,HR,4,0.34,105.806
Základní+,HR,5,0.389,102.384
Základní+,HR,6,0.359,94.764
Základní+,HR,7,0.322,98.094
Základní+,HR,8,0.308,81.98
Základní+,HR,9,0.298,83.842
Základní+,HR,10,0.291,74.924
Základní+,HR,11,0.324,88.806
Základní+,HR,12,0.319,86.317
Základní+,HR,13,0.283,77.882
Základní+,HR,14,0.282,81.048
Základní+,HR,15,0.305,80.024
Základní+,HR,16,0.299,76.168
Základní+,HR,17,0.283,70.305
Základní+,HR,18,0.278,75.111
Základní+,HR,19,0.284,80.326
Základní+,HR,20,0.283,72.941
Základní+,HR,21,0.279,63.729
Základní+,HR,22,0.281,72.463
Základní+,HR,23,0.296,64.307
Základní+,HR,24,0.324,77.664
Základní+,HR,25,0.316,71.016
Základní+,HR,26,0.361,83.805
Základní+,HR,27,0.325,77.319
Základní+,HR,28,0.335,80.905
Základní+,HR,29,0.371,82.219
Základní+,HR,30,0.328,81.86
Základní+,HR,31,0.325,76.384
Základní+,HR,32,0.32,73.076
Základní+,HR,33,0.314,78.047
Základní+,HR,34,0.303,82.9
Základní+,HR,35,0.29,76.81
Základní+,HR,36,0.294,78.524
Základní+,HR,37,0.291,82.055
Základní+,HR,38,0.294,84.168
Základní+,HR,39,0.291,83.825
Základní+,HR,40,0.289,81.832
Základní+,HR,41,0.28,83.694
Základní+,HR,42,0.287,88.308
Základní+,HR,43,0.294,88.733
Základní+,HR,44,0.308,92.396
Základní+,HR,45,0.33,94.454
Základní+,HR,46,0.335,98.491
Základní+,HR,47,0.327,92.322
Základní+,HR,48,0.346,96.696
Základní+,HR,49,0.347,97.818
Základní+,HR,50,0.336,92.318
Základní+,HR,51,0.331,92.642
Základní+,HR,52,0.329,87.944
Základní+,HU,1,1.101,97.674
Základní+,HU,2,1.047,102.921
Základní+,HU,3,1.03,99.873
Základní+,HU,4,1.07,109.617
Základní+,HU,5,1.117,108.532
Základní+,HU,6,1.052,98.583
Základní+,HU,7,1.008,104.38
Základní+,HU,8,0.992,84.858
Základní+,HU,9,0.967,85.995
Základní+,HU,10,0.981,77.586
Základní+,HU,11,0.984,95.134
Základní+,HU,12,0.995,89.803
Základní+,HU,13,0.89,79.316
Základní+,HU,14,0.925,82.119
Základní+,HU,15,0.99,82.478
Základní+,HU,16,0.968,79.175
Základní+,HU,17,0.932,69.472
Základní+,HU,18,0.892,76.813
Základní+,HU,19,0.942,81.601
Základní+,HU,20,0.923,74.361
Základní+,HU,21,0.899,64.33
Základní+,HU,22,0.925,73.229
Základní+,HU,23,0.937,64.035
Základní+,HU,24,0.967,76.331
Základní+,HU,25,0.948,70.5
Základní+,HU,26,1.058,82.367
Základní+,HU,27,0.948,77.855
Základní+,HU,28,0.991,81.279
Základní+,HU,29,1.003,82.466
Základní+,HU,30,0.95,82.422
Základní+,HU,31,0.959,73.53
Základní+,HU,32,0.946,73.329
Základní+,HU,33,0.947,78.498
Základní+,HU,34,0.908,84.173
Základní+,HU,35,0.932,77.166
Základní+,HU,36,0.937,78.852
Základní+,HU,37,0.936,82.993
Základní+,HU,38,0.94,85.801
Základní+,HU,39,0.946,85.008
Základní+,HU,40,0.942,82.813
Základní+,HU,41,0.95,85.681
Základní+,HU,42,0.957,91.962
Základní+,HU,43,0.944,93.567
Základní+,HU,44,0.972,99.992
Základní+,HU,45,1.047,102.976
Základní+,HU,46,1.023,104.886
Základní+,HU,47,1.029,100.074
Základní+,HU,48,1.067,104.82
Základní+,HU,49,1.044,106.246
Základní+,HU,50,1.051,98.086
Základní+,HU,51,1.013,97.974
Základní+,HU,52,0.909,91.891
Základní+,IE,1,0.985,78.458
Základní+,IE,2,0.875,62.752
Základní+,IE,3,0.879,63.57
Základní+,IE,4,0.886,82.596
Základní+,IE,5,0.873,94.059
Základní+,IE,6,0.923,85.313
Základní+,IE,7,0.926,88.448
Základní+,IE,8,0.906,76.418
Základní+,IE,9,0.904,74.551
Základní+,IE,10,0.861,71.231
Základní+,IE,11,0.869,83.5
Základní+,IE,12,0.871,84.914
Základní+,IE,13,0.844,76.481
Základní+,IE,14,0.813,78.072
Základní+,IE,15,0.832,83.574
Základní+,IE,16,0.838,79.397
Základní+,IE,17,0.825,74.486
Základní+,IE,18,0.805,56.125
Základní+,IE,19,0.771,78.58
Základní+,IE,20,0.775,61.883
Základní+,IE,21,0.751,79.443
Základní+,IE,22,0.756,74.457
Základní+,IE,23,0.75,57.164
Základní+,IE,24,0.759,72.368
Základní+,IE,25,0.767,41.726
Základní+,IE,26,0.754,61.084
Základní+,IE,27,0.751,79.925
Základní+,IE,28,0.75,79.308
Základní+,IE,29,0.749,83.698
Základní+,IE,30,0.753,81.703
Základní+,IE,31,0.751,74.124
Základní+,IE,32,0.743,70.323
Základní+,IE,33,0.752,71.857
Základní+,IE,34,0.757,83.753
Základní+,IE,35,0.762,81.665
Základní+,IE,36,0.767,82.997
Základní+,IE,37,0.765,69.278
Základní+,IE,38,0.77,81.782
Základní+,IE,39,0.775,83.028
Základní+,IE,40,0.797,66.974
Základní+,IE,41,0.785,61.556
Základní+,IE,42,0.787,83.083
Základní+,IE,43,0.803,82.495
Základní+,IE,44,0.82,84.485
Základní+,IE,45,0.852,72.805
Základní+,IE,46,0.854,80.878
Základní+,IE,47,0.883,75.122
Základní+,IE,48,0.881,79.086
Základní+,IE,49,0.874,73.844
Základní+,IE,50,0.895,82.513
Základní+,IE,51,0.907,81.187
Základní+,IE,52,0.86,73.306
Základní+,IT,1,6.403,84.007
Základní+,IT,2,6.622,85.084
Základní+,IT,3,6.412,84.773
Základní+,IT,4,6.666,84.745
Základní+,IT,5,7.456,85.401
Základní+,IT,6,6.886,84.469
Základní+,IT,7,6.426,84.859
Základní+,IT,8,6.25,82.232
Základní+,IT,9,6.09,81.341
Základní+,IT,10,5.953,72.377
Základní+,IT,11,6.3,84.278
Základní+,IT,12,6.448,81.662
Základní+,IT,13,5.87,77.203
Základní+,IT,14,5.58,77.367
Základní+,IT,15,6.09,78.697
Základní+,IT,16,5.983,74.4
Základní+,IT,17,5.512,76.741
Základní+,IT,18,5.494,72.986
Základní+,IT,19,5.893,79.628
Základní+,IT,20,5.811,66.422
Základní+,IT,21,5.908,60.781
Základní+,IT,22,6.219,71.135
Základní+,IT,23,6.253,61.019
Základní+,IT,24,6.535,76.12
Základní+,IT,25,6.604,67.642
Základní+,IT,26,7.779,82.392
Základní+,IT,27,6.747,76.366
Základní+,IT,28,7.079,79.508
Základní+,IT,29,7.746,79.788
Základní+,IT,30,7.062,79.908
Základní+,IT,31,6.229,73.05
Základní+,IT,32,5.571,69.933
Základní+,IT,33,5.418,72.477
Základní+,IT,34,5.675,79.94
Základní+,IT,35,5.603,75.665
Základní+,IT,36,6.484,80.539
Základní+,IT,37,6.172,81.119
Základní+,IT,38,6.067,82.09
Základní+,IT,39,6.043,83.127
Základní+,IT,40,5.92,79.505
Základní+,IT,41,5.885,83.484
Základní+,IT,42,5.981,83.988
Základní+,IT,43,5.99,82.997
Základní+,IT,44,5.737,83.256
Základní+,IT,45,6.542,84.137
Základní+,IT,46,6.509,84.573
Základní+,IT,47,6.388,84.816
Základní+,IT,48,6.718,84.439
Základní+,IT,49,6.932,85.054
Základní+,IT,50,6.61,84.904
Základní+,IT,51,6.465,84.585
Základní+,IT,52,5.378,84.471
Základní+,LT,1,0.443,108.031
Základní+,LT,2,0.345,99.843
Základní+,LT,3,0.336,104.644
Základní+,LT,4,0.354,105.171
Základní+,LT,5,0.399,110.856
Základní+,LT,6,0.349,92.703
Základní+,LT,7,0.326,104.99
Základní+,LT,8,0.32,100.637
Základní+,LT,9,0.308,88.753
Základní+,LT,10,0.285,88.924
Základní+,LT,11,0.312,102.409
Základní+,LT,12,0.304,86.183
Základní+,LT,13,0.284,95.117
Základní+,LT,14,0.264,68.998
Základní+,LT,15,0.292,71.5
Základní+,LT,16,0.279,84.523
Základní+,LT,17,0.26,76.741
Základní+,LT,18,0.243,35.346
Základní+,LT,19,0.266,90.277
Základní+,LT,20,0.26,66.288
Základní+,LT,21,0.251,59.314
Základní+,LT,22,0.249,54.783
Základní+,LT,23,0.259,40.321
Základní+,LT,24,0.269,48.825
Základní+,LT,25,0.259,37.177
Základní+,LT,26,0.287,63.463
Základní+,LT,27,0.266,61.98
Základní+,LT,28,0.293,81.405
Základní+,LT,29,0.288,86.119
Základní+,LT,30,0.281,88.079
Základní+,LT,31,0.273,64.07
Základní+,LT,32,0.271,94.845
Základní+,LT,33,0.272,86.866
Základní+,LT,34,0.267,87.734
Základní+,LT,35,0.26,78.504
Základní+,LT,36,0.257,69.579
Základní+,LT,37,0.258,84.751
Základní+,LT,38,0.257,82.399
Základní+,LT,39,0.261,67.051
Základní+,LT,40,0.267,24.614
Základní+,LT,41,0.269,94.933
Základní+,LT,42,0.294,78.982
Základní+,LT,43,0.305,98.339
Základní+,LT,44,0.309,108.832
Základní+,LT,45,0.334,108.872
Základní+,LT,46,0.309,96.289
Základní+,LT,47,0.334,85.282
Základní+,LT,48,0.338,112.111
Základní+,LT,49,0.351,108.344
Základní+,LT,50,0.344,101.877
Základní+,LT,51,0.334,92.653
Základní+,LT,52,0.323,87.006
Základní+,LU,1,0.181,101.908
Základní+,LU,2,0.16,105.04
Základní+,LU,3,0.16,99.064
Základní+,LU,4,0.166,116.995
Základní+,LU,5,0.19,122.34
Základní+,LU,6,0.174,110.546
Základní+,LU,7,0.182,120.385
Základní+,LU,8,0.167,91.484
Základní+,LU,9,0.156,98.398
Základní+,LU,10,0.154,83.324
Základní+,LU,11,0.162,102.382
Základní+,LU,12,0.166,100.531
Základní+,LU,13,0.147,89.131
Základní+,LU,14,0.14,87.754
Základní+,LU,15,0.149,96.842
Základní+,LU,16,0.151,89.017
Základní+,LU,17,0.143,77.138
Základní+,LU,18,0.139,68.294
Základní+,LU,19,0.138,82.465
Základní+,LU,20,0.137,77.485
Základní+,LU,21,0.134,63.497
Základní+,LU,22,0.138,73.412
Základní+,LU,23,0.139,54.648
Základní+,LU,24,0.138,76.517
Základní+,LU,25,0.137,71.007
Základní+,LU,26,0.139,78.079
Základní+,LU,27,0.138,71.895
Základní+,LU,28,0.141,84.41
Základní+,LU,29,0.137,88.025
Základní+,LU,30,0.135,86.752
Základní+,LU,31,0.128,71.842
Základní+,LU,32,0.127,76.844
Základní+,LU,33,0.13,76.361
Základní+,LU,34,0.13,90.816
Základní+,LU,35,0.132,88.154
Základní+,LU,36,0.137,83.35
Základní+,LU,37,0.138,87.711
Základní+,LU,38,0.14,90.962
Základní+,LU,39,0.142,89.895
Základní+,LU,40,0.145,69.781
Základní+,LU,41,0.142,88.594
Základní+,LU,42,0.145,91.545
Základní+,LU,43,0.151,103.589
Základní+,LU,44,0.154,112.395
Základní+,LU,45,0.157,118.555
Základní+,LU,46,0.155,113.869
Základní+,LU,47,0.156,106.379
Základní+,LU,48,0.161,112.193
Základní+,LU,49,0.166,116.159
Základní+,LU,50,0.163,104.232
Základní+,LU,51,0.158,105.635
Základní+,LU,52,0.152,100.664
Základní+,LV,1,0.188,107.246
Základní+,LV,2,0.158,100.524
Základní+,LV,3,0.153,103.297
Základní+,LV,4,0.154,103.916
Základní+,LV,5,0.166,107.669
Základní+,LV,6,0.161,94.036
Základní+,LV,7,0.154,103.718
Základní+,LV,8,0.152,100.343
Základní+,LV,9,0.148,89.373
Základní+,LV,10,0.142,89.831
Základní+,LV,11,0.148,100.492
Základní+,LV,12,0.145,86.505
Základní+,LV,13,0.142,92.918
Základní+,LV,14,0.135,69.212
Základní+,LV,15,0.141,68.661
Základní+,LV,16,0.139,84.414
Základní+,LV,17,0.131,76.57
Základní+,LV,18,0.124,36.318
Základní+,LV,19,0.129,89.123
Základní+,LV,20,0.125,66.286
Základní+,LV,21,0.122,60.156
Základní+,LV,22,0.12,53.969
Základní+,LV,23,0.119,42.973
Základní+,LV,24,0.119,50.186
Základní+,LV,25,0.12,38.42
Základní+,LV,26,0.121,65.718
Základní+,LV,27,0.119,64.167
Základní+,LV,28,0.121,80.522
Základní+,LV,29,0.122,85.538
Základní+,LV,30,0.12,86.772
Základní+,LV,31,0.124,69.155
Základní+,LV,32,0.124,95.755
Základní+,LV,33,0.125,87.34
Základní+,LV,34,0.125,88.562
Základní+,LV,35,0.124,82.063
Základní+,LV,36,0.125,71.686
Základní+,LV,37,0.126,85.422
Základní+,LV,38,0.126,82.869
Základní+,LV,39,0.127,68.453
Základní+,LV,40,0.134,26.217
Základní+,LV,41,0.134,94.128
Základní+,LV,42,0.141,79.091
Základní+,LV,43,0.144,97.173
Základní+,LV,44,0.15,106.986
Základní+,LV,45,0.153,107.296
Základní+,LV,46,0.148,95.55
Základní+,LV,47,0.151,85.188
Základní+,LV,48,0.152,110.595
Základní+,LV,49,0.158,106.5
Základní+,LV,50,0.156,101.802
Základní+,LV,51,0.151,93.179
Základní+,LV,52,0.15,86.39
Základní+,ME,1,0.076,90.496
Základní+,ME,2,0.071,92.535
Základní+,ME,3,0.066,92.483
Základní+,ME,4,0.072,93.403
Základní+,ME,5,0.083,92.978
Základní+,ME,6,0.076,90.886
Základní+,ME,7,0.067,92.235
Základní+,ME,8,0.063,77.645
Základní+,ME,9,0.061,80.783
Základní+,ME,10,0.06,71.823
Základní+,ME,11,0.063,86.836
Základní+,ME,12,0.063,84.547
Základní+,ME,13,0.057,76.825
Základní+,ME,14,0.056,74.044
Základní+,ME,15,0.061,74.07
Základní+,ME,16,0.059,58.815
Základní+,ME,17,0.056,65.408
Základní+,ME,18,0.053,68.877
Základní+,ME,19,0.055,76.308
Základní+,ME,20,0.055,63.621
Základní+,ME,21,0.054,61.072
Základní+,ME,22,0.054,71.708
Základní+,ME,23,0.054,62.335
Základní+,ME,24,0.061,76.441
Základní+,ME,25,0.064,70.255
Základní+,ME,26,0.071,85.985
Základní+,ME,27,0.065,77.58
Základní+,ME,28,0.061,81.88
Základní+,ME,29,0.073,82.415
Základní+,ME,30,0.067,83.546
Základní+,ME,31,0.068,75.813
Základní+,ME,32,0.066,74.044
Základní+,ME,33,0.064,77.858
Základní+,ME,34,0.063,82.506
Základní+,ME,35,0.058,75.977
Základní+,ME,36,0.056,78.817
