MARKET_NODE,TARGET_YEAR,CAPACITY_MW,TECHNOLOGY,DATA_VERSION,STATUS
ITS1,2030,10317,Wind onshore,Pre-CfE,Market
ITS1,2035,3370,Battery,Post-CfE,Market
ITS1,2035,3370,Battery,Pre-CfE,Market
ITS1,2035,100,DSR,Pre-CfE,Market
ITS1,2035,4462,Gas,Post-CfE,Market
ITS1,2035,4439,Gas,Pre-CfE,Market
ITS1,2035,0,Non-market batteries,Post-CfE,Non-Market
ITS1,2035,736,Others (non-RES),Post-CfE,Market
ITS1,2035,282,Others (non-RES),Pre-CfE,Market
ITS1,2035,202,Others (RES),Pre-CfE,Market
ITS1,2035,177,Reservoir,Post-CfE,Market
ITS1,2035,177,Reservoir,Pre-CfE,Market
ITS1,2035,53,Run of river,Post-CfE,Market
ITS1,2035,53,Run of river,Pre-CfE,Market
ITS1,2035,377,Small biomass,Post-CfE,Market
ITS1,2035,9180,Solar (PV),Post-CfE,Market
ITS1,2035,9180,Solar (PV),Pre-CfE,Market
ITS1,2035,440,Solar (thermal),Post-CfE,Market
ITS1,2035,440,Solar (thermal),Pre-CfE,Market
ITS1,2035,0,Solar roof-top PV,Post-CfE,Market
ITS1,2035,0,Solar roof-top PV,Pre-CfE,Market
ITS1,2035,1430,Wind offshore,Post-CfE,Market
ITS1,2035,1430,Wind offshore,Pre-CfE,Market
ITS1,2035,11647,Wind onshore,Post-CfE,Market
ITS1,2035,11647,Wind onshore,Pre-CfE,Market
ITSA,2026,890,Battery,Post-CfE,Market
ITSA,2026,890,Battery,Pre-CfE,Market
ITSA,2026,240,Closed loop pumping,Post-CfE,Market
ITSA,2026,240,Closed loop pumping,Pre-CfE,Market
ITSA,2026,8,DSR,Pre-CfE,Market
ITSA,2026,633,Gas,Post-CfE,Market
ITSA,2026,633,Gas,Pre-CfE,Market
ITSA,2026,517,Hard coal,Post-CfE,Market
ITSA,2026,517,Hard coal,Pre-CfE,Market
ITSA,2026,0,Non-market batteries,Post-CfE,Non-Market
ITSA,2026,97,Others (non-RES),Post-CfE,Market
ITSA,2026,88,Others (non-RES),Pre-CfE,Market
ITSA,2026,93,Others (RES),Pre-CfE,Market
ITSA,2026,142,Reservoir,Post-CfE,Market
ITSA,2026,142,Reservoir,Pre-CfE,Market
ITSA,2026,77,Run of river,Post-CfE,Market
ITSA,2026,77,Run of river,Pre-CfE,Market
ITSA,2026,94,Small biomass,Post-CfE,Market
ITSA,2026,2991,Solar (PV),Post-CfE,Market
ITSA,2026,2991,Solar (PV),Pre-CfE,Market
ITSA,2026,0,Solar roof-top PV,Post-CfE,Market
ITSA,2026,0,Solar roof-top PV,Pre-CfE,Market
ITSA,2026,1650,Wind onshore,Post-CfE,Market
ITSA,2026,1650,Wind onshore,Pre-CfE,Market
ITSA,2028,1108,Battery,Post-CfE,Market
ITSA,2028,1108,Battery,Pre-CfE,Market
ITSA,2028,240,Closed loop pumping,Post-CfE,Market
ITSA,2028,240,Closed loop pumping,Pre-CfE,Market
ITSA,2028,9,DSR,Pre-CfE,Market
ITSA,2028,43,Gas,Post-CfE,Market
ITSA,2028,43,Gas,Pre-CfE,Market
ITSA,2028,267,Hard coal,Post-CfE,Market
ITSA,2028,267,Hard coal,Pre-CfE,Market
ITSA,2028,0,Non-market batteries,Post-CfE,Non-Market
ITSA,2028,97,Others (non-RES),Post-CfE,Market
ITSA,2028,88,Others (non-RES),Pre-CfE,Market
ITSA,2028,93,Others (RES),Pre-CfE,Market
ITSA,2028,142,Reservoir,Post-CfE,Market
ITSA,2028,142,Reservoir,Pre-CfE,Market
ITSA,2028,77,Run of river,Post-CfE,Market
ITSA,2028,77,Run of river,Pre-CfE,Market
ITSA,2028,94,Small biomass,Post-CfE,Market
ITSA,2028,3949,Solar (PV),Post-CfE,Market
ITSA,2028,3949,Solar (PV),Pre-CfE,Market
ITSA,2028,0,Solar roof-top PV,Post-CfE,Market
ITSA,2028,0,Solar roof-top PV,Pre-CfE,Market
ITSA,2028,2140,Wind onshore,Post-CfE,Market
ITSA,2028,2140,Wind onshore,Pre-CfE,Market
ITSA,2030,1947,Battery,Post-CfE,Market
ITSA,2030,1947,Battery,Pre-CfE,Market
ITSA,2030,240,Closed loop pumping,Post-CfE,Market
ITSA,2030,240,Closed loop pumping,Pre-CfE,Market
ITSA,2030,10,DSR,Pre-CfE,Market
ITSA,2030,43,Gas,Post-CfE,Market
ITSA,2030,43,Gas,Pre-CfE,Market
ITSA,2030,0,Non-market batteries,Post-CfE,Non-Market
ITSA,2030,97,Others (non-RES),Post-CfE,Market
ITSA,2030,88,Others (non-RES),Pre-CfE,Market
ITSA,2030,93,Others (RES),Pre-CfE,Market
ITSA,2030,142,Reservoir,Post-CfE,Market
ITSA,2030,142,Reservoir,Pre-CfE,Market
ITSA,2030,77,Run of river,Post-CfE,Market
ITSA,2030,77,Run of river,Pre-CfE,Market
ITSA,2030,94,Small biomass,Post-CfE,Market
ITSA,2030,4913,Solar (PV),Post-CfE,Market
ITSA,2030,4913,Solar (PV),Pre-CfE,Market
ITSA,2030,0,Solar roof-top PV,Post-CfE,Market
ITSA,2030,0,Solar roof-top PV,Pre-CfE,Market
ITSA,2030,600,Wind offshore,Post-CfE,Market
ITSA,2030,600,Wind offshore,Pre-CfE,Market
ITSA,2030,2505,Wind onshore,Post-CfE,Market
ITSA,2030,2505,Wind onshore,Pre-CfE,Market
ITSA,2035,2195,Battery,Post-CfE,Market
ITSA,2035,2195,Battery,Pre-CfE,Market
ITSA,2035,240,Closed loop pumping,Post-CfE,Market
ITSA,2035,240,Closed loop pumping,Pre-CfE,Market
ITSA,2035,10,DSR,Pre-CfE,Market
ITSA,2035,43,Gas,Post-CfE,Market
ITSA,2035,43,Gas,Pre-CfE,Market
ITSA,2035,0,Non-market batteries,Post-CfE,Non-Market
ITSA,2035,97,Others (non-RES),Post-CfE,Market
ITSA,2035,88,Others (non-RES),Pre-CfE,Market
ITSA,2035,93,Others (RES),Pre-CfE,Market
ITSA,2035,142,Reservoir,Post-CfE,Market
ITSA,2035,142,Reservoir,Pre-CfE,Market
ITSA,2035,77,Run of river,Post-CfE,Market
ITSA,2035,77,Run of river,Pre-CfE,Market
ITSA,2035,94,Small biomass,Post-CfE,Market
ITSA,2035,6415,Solar (PV),Post-CfE,Market
ITSA,2035,6415,Solar (PV),Pre-CfE,Market
ITSA,2035,0,Solar roof-top PV,Post-CfE,Market
ITSA,2035,0,Solar roof-top PV,Pre-CfE,Market
ITSA,2035,1400,Wind offshore,Post-CfE,Market
ITSA,2035,1400,Wind offshore,Pre-CfE,Market
ITSA,2035,2828,Wind onshore,Post-CfE,Market
ITSA,2035,2828,Wind onshore,Pre-CfE,Market
ITSI,2026,100,Battery,Post-CfE,Market
ITSI,2026,100,Battery,Pre-CfE,Market
ITSI,2026,500,Closed loop pumping,Post-CfE,Market
ITSI,2026,500,Closed loop pumping,Pre-CfE,Market
ITSI,2026,35,DSR,Pre-CfE,Market
ITSI,2026,3428,Gas,Post-CfE,Market
ITSI,2026,3428,Gas,Pre-CfE,Market
ITSI,2026,0,Non-market batteries,Post-CfE,Non-Market
ITSI,2026,866,Oil,Post-CfE,Market
ITSI,2026,866,Oil,Pre-CfE,Market
ITSI,2026,80,Open loop pumping,Post-CfE,Market
ITSI,2026,80,Open loop pumping,Pre-CfE,Market
ITSI,2026,233,Others (non-RES),Post-CfE,Market
ITSI,2026,149,Others (non-RES),Pre-CfE,Market
ITSI,2026,83,Others (RES),Pre-CfE,Market
ITSI,2026,37,Reservoir,Post-CfE,Market
ITSI,2026,37,Reservoir,Pre-CfE,Market
ITSI,2026,92,Run of river,Post-CfE,Market
ITSI,2026,92,Run of river,Pre-CfE,Market
ITSI,2026,94,Small biomass,Post-CfE,Market
ITSI,2026,4842,Solar (PV),Post-CfE,Market
ITSI,2026,4842,Solar (PV),Pre-CfE,Market
ITSI,2026,170,Solar (thermal),Post-CfE,Market
ITSI,2026,170,Solar (thermal),Pre-CfE,Market
ITSI,2026,0,Solar roof-top PV,Post-CfE,Market
ITSI,2026,0,Solar roof-top PV,Pre-CfE,Market
ITSI,2026,3239,Wind onshore,Post-CfE,Market
ITSI,2026,3239,Wind onshore,Pre-CfE,Market
ITSI,2028,400,Battery,Post-CfE,Market
ITSI,2028,400,Battery,Pre-CfE,Market
ITSI,2028,500,Closed loop pumping,Post-CfE,Market
ITSI,2028,500,Closed loop pumping,Pre-CfE,Market
ITSI,2028,38,DSR,Pre-CfE,Market
ITSI,2028,3428,Gas,Post-CfE,Market
ITSI,2028,3428,Gas,Pre-CfE,Market
ITSI,2028,0,Non-market batteries,Post-CfE,Non-Market
ITSI,2028,80,Open loop pumping,Post-CfE,Market
ITSI,2028,80,Open loop pumping,Pre-CfE,Market
ITSI,2028,233,Others (non-RES),Post-CfE,Market
ITSI,2028,149,Others (non-RES),Pre-CfE,Market
ITSI,2028,83,Others (RES),Pre-CfE,Market
ITSI,2028,37,Reservoir,Post-CfE,Market
ITSI,2028,37,Reservoir,Pre-CfE,Market
ITSI,2028,92,Run of river,Post-CfE,Market
ITSI,2028,92,Run of river,Pre-CfE,Market
ITSI,2028,94,Small biomass,Post-CfE,Market
ITSI,2028,6440,Solar (PV),Post-CfE,Market
ITSI,2028,6440,Solar (PV),Pre-CfE,Market
ITSI,2028,170,Solar (thermal),Post-CfE,Market
ITSI,2028,170,Solar (thermal),Pre-CfE,Market
ITSI,2028,0,Solar roof-top PV,Post-CfE,Market
ITSI,2028,0,Solar roof-top PV,Pre-CfE,Market
ITSI,2028,4056,Wind onshore,Post-CfE,Market
ITSI,2028,4056,Wind onshore,Pre-CfE,Market
ITSI,2030,1540,Battery,Post-CfE,Market
ITSI,2030,1540,Battery,Pre-CfE,Market
ITSI,2030,500,Closed loop pumping,Post-CfE,Market
ITSI,2030,500,Closed loop pumping,Pre-CfE,Market
ITSI,2030,44,DSR,Pre-CfE,Market
ITSI,2030,2852,Gas,Post-CfE,Market
ITSI,2030,2852,Gas,Pre-CfE,Market
ITSI,2030,0,Non-market batteries,Post-CfE,Non-Market
ITSI,2030,80,Open loop pumping,Post-CfE,Market
ITSI,2030,80,Open loop pumping,Pre-CfE,Market
ITSI,2030,233,Others (non-RES),Post-CfE,Market
ITSI,2030,149,Others (non-RES),Pre-CfE,Market
ITSI,2030,83,Others (RES),Pre-CfE,Market
ITSI,2030,37,Reservoir,Post-CfE,Market
ITSI,2030,37,Reservoir,Pre-CfE,Market
ITSI,2030,92,Run of river,Post-CfE,Market
ITSI,2030,92,Run of river,Pre-CfE,Market
ITSI,2030,94,Small biomass,Post-CfE,Market
ITSI,2030,8046,Solar (PV),Post-CfE,Market
ITSI,2030,8046,Solar (PV),Pre-CfE,Market
ITSI,2030,440,Solar (thermal),Post-CfE,Market
ITSI,2030,440,Solar (thermal),Pre-CfE,Market
ITSI,2030,0,Solar roof-top PV,Post-CfE,Market
ITSI,2030,0,Solar roof-top PV,Pre-CfE,Market
ITSI,2030,600,Wind offshore,Post-CfE,Market
ITSI,2030,600,Wind offshore,Pre-CfE,Market
ITSI,2030,4686,Wind onshore,Post-CfE,Market
ITSI,2030,4686,Wind onshore,Pre-CfE,Market
ITSI,2035,2533,Battery,Post-CfE,Market
ITSI,2035,2533,Battery,Pre-CfE,Market
ITSI,2035,500,Closed loop pumping,Post-CfE,Market
ITSI,2035,500,Closed loop pumping,Pre-CfE,Market
ITSI,2035,44,DSR,Pre-CfE,Market
ITSI,2035,2852,Gas,Post-CfE,Market
ITSI,2035,2852,Gas,Pre-CfE,Market
ITSI,2035,0,Non-market batteries,Post-CfE,Non-Market
ITSI,2035,80,Open loop pumping,Post-CfE,Market
ITSI,2035,80,Open loop pumping,Pre-CfE,Market
ITSI,2035,233,Others (non-RES),Post-CfE,Market
ITSI,2035,149,Others (non-RES),Pre-CfE,Market
ITSI,2035,83,Others (RES),Pre-CfE,Market
ITSI,2035,37,Reservoir,Post-CfE,Market
ITSI,2035,37,Reservoir,Pre-CfE,Market
ITSI,2035,92,Run of river,Post-CfE,Market
ITSI,2035,92,Run of river,Pre-CfE,Market
ITSI,2035,94,Small biomass,Post-CfE,Market
ITSI,2035,10244,Solar (PV),Post-CfE,Market
ITSI,2035,10244,Solar (PV),Pre-CfE,Market
ITSI,2035,440,Solar (thermal),Post-CfE,Market
ITSI,2035,440,Solar (thermal),Pre-CfE,Market
ITSI,2035,0,Solar roof-top PV,Post-CfE,Market
ITSI,2035,0,Solar roof-top PV,Pre-CfE,Market
ITSI,2035,1400,Wind offshore,Post-CfE,Market
ITSI,2035,1400,Wind offshore,Pre-CfE,Market
ITSI,2035,5290,Wind onshore,Post-CfE,Market
ITSI,2035,5290,Wind onshore,Pre-CfE,Market
LT00,2026,350,Battery,Post-CfE,Market
LT00,2026,350,Battery,Pre-CfE,Market
LT00,2026,828,Closed loop pumping,Post-CfE,Market
LT00,2026,828,Closed loop pumping,Pre-CfE,Market
LT00,2026,16,DSR,Post-CfE,Market
LT00,2026,16,DSR,Pre-CfE,Market
LT00,2026,598,Gas,Post-CfE,Market
LT00,2026,1231,Gas,Pre-CfE,Market
LT00,2026,0,Non-market batteries,Post-CfE,Non-Market
LT00,2026,36,Not defined or splitting not known RES,Post-CfE,Market
LT00,2026,82,Others (non-RES),Post-CfE,Market
LT00,2026,188,Others (non-RES),Pre-CfE,Market
LT00,2026,152,Others (RES),Pre-CfE,Market
LT00,2026,127,Run of river,Post-CfE,Market
LT00,2026,127,Run of river,Pre-CfE,Market
LT00,2026,116,Small biomass,Post-CfE,Market
LT00,2026,4200,Solar (PV),Post-CfE,Market
LT00,2026,4050,Solar (PV),Pre-CfE,Market
LT00,2026,1300,Implicit solar PV,Post-CfE,Market
LT00,2026,1300,Implicit solar PV,Pre-CfE,Market
LT00,2026,22,Wind offshore,Post-CfE,Market
LT00,2026,22,Wind offshore,Pre-CfE,Market
LT00,2026,1932,Wind onshore,Post-CfE,Market
LT00,2026,2639,Wind onshore,Pre-CfE,Market
LT00,2028,1050,Battery,Post-CfE,Market
LT00,2028,900,Battery,Pre-CfE,Market
LT00,2028,938,Closed loop pumping,Post-CfE,Market
LT00,2028,938,Closed loop pumping,Pre-CfE,Market
LT00,2028,28,DSR,Post-CfE,Market
LT00,2028,28,DSR,Pre-CfE,Market
LT00,2028,503,Gas,Post-CfE,Market
LT00,2028,1083,Gas,Pre-CfE,Market
LT00,2028,0,Non-market batteries,Post-CfE,Non-Market
LT00,2028,36,Not defined or splitting not known RES,Post-CfE,Market
LT00,2028,82,Others (non-RES),Post-CfE,Market
LT00,2028,188,Others (non-RES),Pre-CfE,Market
LT00,2028,152,Others (RES),Pre-CfE,Market
LT00,2028,127,Run of river,Post-CfE,Market
LT00,2028,127,Run of river,Pre-CfE,Market
LT00,2028,116,Small biomass,Post-CfE,Market
LT00,2028,4850,Solar (PV),Post-CfE,Market
LT00,2028,4900,Solar (PV),Pre-CfE,Market
LT00,2028,1450,Implicit solar PV,Post-CfE,Market
LT00,2028,1450,Implicit solar PV,Pre-CfE,Market
LT00,2028,722,Wind offshore,Post-CfE,Market
LT00,2028,722,Wind offshore,Pre-CfE,Market
LT00,2028,4097,Wind onshore,Post-CfE,Market
LT00,2028,4507,Wind onshore,Pre-CfE,Market
LT00,2030,1500,Battery,Post-CfE,Market
LT00,2030,650,Battery,Pre-CfE,Market
LT00,2030,938,Closed loop pumping,Post-CfE,Market
LT00,2030,938,Closed loop pumping,Pre-CfE,Market
LT00,2030,40,DSR,Post-CfE,Market
LT00,2030,40,DSR,Pre-CfE,Market
LT00,2030,503,Gas,Post-CfE,Market
LT00,2030,513,Gas,Pre-CfE,Market
LT00,2030,0,Non-market batteries,Post-CfE,Non-Market
LT00,2030,36,Not defined or splitting not known RES,Post-CfE,Market
LT00,2030,82,Others (non-RES),Post-CfE,Market
LT00,2030,188,Others (non-RES),Pre-CfE,Market
LT00,2030,152,Others (RES),Pre-CfE,Market
LT00,2030,127,Run of river,Post-CfE,Market
LT00,2030,127,Run of river,Pre-CfE,Market
LT00,2030,116,Small biomass,Post-CfE,Market
LT00,2030,5150,Solar (PV),Post-CfE,Market
LT00,2030,5200,Solar (PV),Pre-CfE,Market
LT00,2030,1550,Implicit solar PV,Post-CfE,Market
LT00,2030,1550,Implicit solar PV,Pre-CfE,Market
LT00,2030,1422,Wind offshore,Post-CfE,Market
LT00,2030,1422,Wind offshore,Pre-CfE,Market
LT00,2030,4827,Wind onshore,Post-CfE,Market
LT00,2030,4908,Wind onshore,Pre-CfE,Market
LT00,2035,1800,Battery,Post-CfE,Market
LT00,2035,700,Battery,Pre-CfE,Market
LT00,2035,938,Closed loop pumping,Post-CfE,Market
LT00,2035,938,Closed loop pumping,Pre-CfE,Market
LT00,2035,40,DSR,Post-CfE,Market
LT00,2035,40,DSR,Pre-CfE,Market
LT00,2035,503,Gas,Post-CfE,Market
LT00,2035,513,Gas,Pre-CfE,Market
LT00,2035,0,Non-market batteries,Post-CfE,Non-Market
LT00,2035,36,Not defined or splitting not known RES,Post-CfE,Market
LT00,2035,82,Others (non-RES),Post-CfE,Market
LT00,2035,188,Others (non-RES),Pre-CfE,Market
LT00,2035,152,Others (RES),Pre-CfE,Market
LT00,2035,127,Run of river,Post-CfE,Market
LT00,2035,127,Run of river,Pre-CfE,Market
LT00,2035,116,Small biomass,Post-CfE,Market
LT00,2035,5825,Solar (PV),Post-CfE,Market
LT00,2035,5800,Solar (PV),Pre-CfE,Market
LT00,2035,1700,Implicit solar PV,Post-CfE,Market
LT00,2035,1700,Implicit solar PV,Pre-CfE,Market
LT00,2035,2122,Wind offshore,Post-CfE,Market
LT00,2035,2122,Wind offshore,Pre-CfE,Market
LT00,2035,5228,Wind onshore,Post-CfE,Market
LT00,2035,5228,Wind onshore,Pre-CfE,Market
LUG1,2026,2,Battery,Post-CfE,Market
LUG1,2026,2,Battery,Pre-CfE,Market
LUG1,2026,10,DSR,Post-CfE,Market
LUG1,2026,10,DSR,Pre-CfE,Market
LUG1,2026,1,Non-market batteries,Post-CfE,Non-Market
LUG1,2026,11,Open loop pumping,Pre-CfE,Market
LUG1,2026,47,Others (non-RES),Post-CfE,Market
LUG1,2026,47,Others (non-RES),Pre-CfE,Market
LUG1,2026,90,Others (RES),Pre-CfE,Market
LUG1,2026,27,Run of river,Post-CfE,Market
LUG1,2026,27,Run of river,Pre-CfE,Market
LUG1,2026,90,Small biomass,Post-CfE,Market
LUG1,2026,755,Solar (PV),Post-CfE,Market
LUG1,2026,755,Solar (PV),Pre-CfE,Market
LUG1,2026,555,Implicit solar PV,Post-CfE,Market
LUG1,2026,555,Implicit solar PV,Pre-CfE,Market
LUG1,2026,342,Wind onshore,Post-CfE,Market
LUG1,2026,342,Wind onshore,Pre-CfE,Market
LUG1,2028,10,Battery,Post-CfE,Market
LUG1,2028,10,Battery,Pre-CfE,Market
LUG1,2028,20,DSR,Post-CfE,Market
LUG1,2028,20,DSR,Pre-CfE,Market
LUG1,2028,3,Non-market batteries,Post-CfE,Non-Market
LUG1,2028,11,Open loop pumping,Pre-CfE,Market
LUG1,2028,49,Others (non-RES),Post-CfE,Market
LUG1,2028,49,Others (non-RES),Pre-CfE,Market
LUG1,2028,95,Others (RES),Pre-CfE,Market
LUG1,2028,27,Run of river,Post-CfE,Market
LUG1,2028,27,Run of river,Pre-CfE,Market
LUG1,2028,95,Small biomass,Post-CfE,Market
LUG1,2028,989,Solar (PV),Post-CfE,Market
LUG1,2028,989,Solar (PV),Pre-CfE,Market
LUG1,2028,728,Implicit solar PV,Post-CfE,Market
LUG1,2028,728,Implicit solar PV,Pre-CfE,Market
LUG1,2028,400,Wind onshore,Post-CfE,Market
LUG1,2028,400,Wind onshore,Pre-CfE,Market
LUG1,2030,25,Battery,Post-CfE,Market
LUG1,2030,25,Battery,Pre-CfE,Market
LUG1,2030,45,DSR,Post-CfE,Market
LUG1,2030,45,DSR,Pre-CfE,Market
LUG1,2030,20,Non-market batteries,Post-CfE,Non-Market
LUG1,2030,11,Open loop pumping,Pre-CfE,Market
LUG1,2030,50,Others (non-RES),Post-CfE,Market
LUG1,2030,50,Others (non-RES),Pre-CfE,Market
LUG1,2030,100,Others (RES),Pre-CfE,Market
LUG1,2030,27,Run of river,Post-CfE,Market
LUG1,2030,27,Run of river,Pre-CfE,Market
LUG1,2030,100,Small biomass,Post-CfE,Market
LUG1,2030,1236,Solar (PV),Post-CfE,Market
LUG1,2030,1236,Solar (PV),Pre-CfE,Market
LUG1,2030,900,Implicit solar PV,Post-CfE,Market
LUG1,2030,900,Implicit solar PV,Pre-CfE,Market
LUG1,2030,462,Wind onshore,Post-CfE,Market
LUG1,2030,462,Wind onshore,Pre-CfE,Market
LUG1,2035,38,Battery,Post-CfE,Market
LUG1,2035,38,Battery,Pre-CfE,Market
LUG1,2035,75,DSR,Post-CfE,Market
LUG1,2035,75,DSR,Pre-CfE,Market
LUG1,2035,60,Non-market batteries,Post-CfE,Non-Market
LUG1,2035,11,Open loop pumping,Pre-CfE,Market
LUG1,2035,21,Others (non-RES),Post-CfE,Market
LUG1,2035,21,Others (non-RES),Pre-CfE,Market
LUG1,2035,113,Others (RES),Pre-CfE,Market
LUG1,2035,27,Run of river,Post-CfE,Market
LUG1,2035,27,Run of river,Pre-CfE,Market
LUG1,2035,113,Small biomass,Post-CfE,Market
LUG1,2035,1759,Solar (PV),Post-CfE,Market
LUG1,2035,1759,Solar (PV),Pre-CfE,Market
LUG1,2035,1250,Implicit solar PV,Post-CfE,Market
LUG1,2035,1250,Implicit solar PV,Pre-CfE,Market
LUG1,2035,591,Wind onshore,Post-CfE,Market
LUG1,2035,591,Wind onshore,Pre-CfE,Market
LV00,2026,150,DSR,Post-CfE,Market
LV00,2026,150,DSR,Pre-CfE,Market
LV00,2026,1073,Gas,Post-CfE,Market
LV00,2026,1073,Gas,Pre-CfE,Market
LV00,2026,80,Non-market batteries,Post-CfE,Non-Market
LV00,2026,118,Others (RES),Pre-CfE,Market
LV00,2026,1592,Pondage,Post-CfE,Market
LV00,2026,1592,Pondage,Pre-CfE,Market
LV00,2026,118,Small biomass,Post-CfE,Market
LV00,2026,700,Solar (PV),Post-CfE,Market
LV00,2026,700,Solar (PV),Pre-CfE,Market
LV00,2026,30,Solar (thermal),Post-CfE,Market
LV00,2026,30,Solar (thermal),Pre-CfE,Market
LV00,2026,100,Implicit solar PV,Post-CfE,Market
LV00,2026,100,Implicit solar PV,Pre-CfE,Market
LV00,2026,268,Wind onshore,Post-CfE,Market
LV00,2026,268,Wind onshore,Pre-CfE,Market
LV00,2028,150,DSR,Post-CfE,Market
LV00,2028,150,DSR,Pre-CfE,Market
LV00,2028,1073,Gas,Post-CfE,Market
LV00,2028,1073,Gas,Pre-CfE,Market
LV00,2028,80,Non-market batteries,Post-CfE,Non-Market
LV00,2028,128,Others (RES),Pre-CfE,Market
LV00,2028,1592,Pondage,Post-CfE,Market
LV00,2028,1592,Pondage,Pre-CfE,Market
LV00,2028,128,Small biomass,Post-CfE,Market
LV00,2028,1000,Solar (PV),Post-CfE,Market
LV00,2028,1000,Solar (PV),Pre-CfE,Market
LV00,2028,50,Solar (thermal),Post-CfE,Market
LV00,2028,50,Solar (thermal),Pre-CfE,Market
LV00,2028,100,Implicit solar PV,Post-CfE,Market
LV00,2028,100,Implicit solar PV,Pre-CfE,Market
LV00,2028,358,Wind onshore,Post-CfE,Market
LV00,2028,358,Wind onshore,Pre-CfE,Market
LV00,2030,150,DSR,Post-CfE,Market
LV00,2030,150,DSR,Pre-CfE,Market
LV00,2030,1073,Gas,Post-CfE,Market
LV00,2030,1073,Gas,Pre-CfE,Market
LV00,2030,80,Non-market batteries,Post-CfE,Non-Market
LV00,2030,138,Others (RES),Pre-CfE,Market
LV00,2030,1592,Pondage,Post-CfE,Market
LV00,2030,1592,Pondage,Pre-CfE,Market
LV00,2030,138,Small biomass,Post-CfE,Market
LV00,2030,1350,Solar (PV),Post-CfE,Market
LV00,2030,1350,Solar (PV),Pre-CfE,Market
LV00,2030,70,Solar (thermal),Post-CfE,Market
LV00,2030,70,Solar (thermal),Pre-CfE,Market
LV00,2030,100,Implicit solar PV,Post-CfE,Market
LV00,2030,100,Implicit solar PV,Pre-CfE,Market
LV00,2030,1000,Wind offshore,Post-CfE,Market
LV00,2030,1000,Wind offshore,Pre-CfE,Market
LV00,2030,448,Wind onshore,Post-CfE,Market
LV00,2030,448,Wind onshore,Pre-CfE,Market
LV00,2035,150,DSR,Post-CfE,Market
LV00,2035,150,DSR,Pre-CfE,Market
LV00,2035,1073,Gas,Post-CfE,Market
LV00,2035,1073,Gas,Pre-CfE,Market
LV00,2035,80,Non-market batteries,Post-CfE,Non-Market
LV00,2035,138,Others (RES),Pre-CfE,Market
LV00,2035,1592,Pondage,Post-CfE,Market
LV00,2035,1592,Pondage,Pre-CfE,Market
LV00,2035,138,Small biomass,Post-CfE,Market
LV00,2035,1350,Solar (PV),Post-CfE,Market
LV00,2035,1350,Solar (PV),Pre-CfE,Market
LV00,2035,70,Solar (thermal),Post-CfE,Market
LV00,2035,70,Solar (thermal),Pre-CfE,Market
LV00,2035,100,Implicit solar PV,Post-CfE,Market
LV00,2035,100,Implicit solar PV,Pre-CfE,Market
LV00,2035,1000,Wind offshore,Post-CfE,Market
LV00,2035,1000,Wind offshore,Pre-CfE,Market
LV00,2035,493,Wind onshore,Post-CfE,Market
LV00,2035,493,Wind onshore,Pre-CfE,Market
MD00,2026,1137,Gas,Pre-CfE,Market
MD00,2026,550,Hard coal,Pre-CfE,Market
MD00,2026,3,Others (RES),Pre-CfE,Market
MD00,2026,64,Run of river,Pre-CfE,Market
MD00,2026,169,Solar (PV),Pre-CfE,Market
MD00,2026,217,Wind onshore,Pre-CfE,Market
MD00,2028,10,Battery,Pre-CfE,Market
MD00,2028,1189,Gas,Pre-CfE,Market
MD00,2028,550,Hard coal,Pre-CfE,Market
MD00,2028,3,Others (RES),Pre-CfE,Market
MD00,2028,64,Run of river,Pre-CfE,Market
MD00,2028,254,Solar (PV),Pre-CfE,Market
MD00,2028,424,Wind onshore,Pre-CfE,Market
MD00,2030,10,Battery,Pre-CfE,Market
MD00,2030,1189,Gas,Pre-CfE,Market
MD00,2030,550,Hard coal,Pre-CfE,Market
MD00,2030,3,Others (RES),Pre-CfE,Market
MD00,2030,64,Run of river,Pre-CfE,Market
MD00,2030,364,Solar (PV),Pre-CfE,Market
MD00,2030,655,Wind onshore,Pre-CfE,Market
MD00,2035,10,Battery,Pre-CfE,Market
MD00,2035,1189,Gas,Pre-CfE,Market
MD00,2035,550,Hard coal,Pre-CfE,Market
MD00,2035,3,Others (RES),Pre-CfE,Market
MD00,2035,64,Run of river,Pre-CfE,Market
MD00,2035,577,Solar (PV),Pre-CfE,Market
MD00,2035,868,Wind onshore,Pre-CfE,Market
ME00,2026,225,Lignite,Post-CfE,Market
ME00,2026,225,Lignite,Pre-CfE,Market
ME00,2026,0,Non-market batteries,Post-CfE,Non-Market
ME00,2026,648,Reservoir,Post-CfE,Market
ME00,2026,648,Reservoir,Pre-CfE,Market
ME00,2026,0,Implicit solar PV,Post-CfE,Market
ME00,2026,0,Implicit solar PV,Pre-CfE,Market
ME00,2026,175,Wind onshore,Post-CfE,Market
ME00,2026,175,Wind onshore,Pre-CfE,Market
ME00,2028,225,Lignite,Post-CfE,Market
ME00,2028,225,Lignite,Pre-CfE,Market
ME00,2028,0,Non-market batteries,Post-CfE,Non-Market
ME00,2028,706,Reservoir,Post-CfE,Market
ME00,2028,706,Reservoir,Pre-CfE,Market
ME00,2028,581,Run of river,Post-CfE,Market
ME00,2028,581,Run of river,Pre-CfE,Market
ME00,2028,1659,Solar (PV),Post-CfE,Market
ME00,2028,1659,Solar (PV),Pre-CfE,Market
