MARKET_NODE,TARGET_YEAR,CAPACITY_MW,TECHNOLOGY,DATA_VERSION,STATUS
ES00,2035,68222,Wind onshore,Pre-CfE,Market
FI00,2026,679,Battery,Post-CfE,Market
FI00,2026,679,Battery,Pre-CfE,Market
FI00,2026,1596,Biofuel,Post-CfE,Market
FI00,2026,1164,DSR,Post-CfE,Market
FI00,2026,1164,DSR,Pre-CfE,Market
FI00,2026,1489,Gas,Post-CfE,Market
FI00,2026,1619,Gas,Pre-CfE,Market
FI00,2026,170,Hard coal,Post-CfE,Market
FI00,2026,2636,Hard coal,Pre-CfE,Market
FI00,2026,4394,Nuclear,Post-CfE,Market
FI00,2026,4394,Nuclear,Pre-CfE,Market
FI00,2026,41,Oil,Post-CfE,Market
FI00,2026,41,Oil,Pre-CfE,Market
FI00,2026,153,Others (non-RES),Post-CfE,Market
FI00,2026,153,Others (non-RES),Pre-CfE,Market
FI00,2026,1729,Others (RES),Pre-CfE,Market
FI00,2026,3237,Reservoir,Post-CfE,Market
FI00,2026,3237,Reservoir,Pre-CfE,Market
FI00,2026,1729,Small biomass,Post-CfE,Market
FI00,2026,2684,Solar (PV),Post-CfE,Market
FI00,2026,2684,Solar (PV),Pre-CfE,Market
FI00,2026,0,Implicit solar PV,Post-CfE,Market
FI00,2026,0,Implicit solar PV,Pre-CfE,Market
FI00,2026,10829,Wind onshore,Post-CfE,Market
FI00,2026,10829,Wind onshore,Pre-CfE,Market
FI00,2028,1649,Battery,Post-CfE,Market
FI00,2028,1649,Battery,Pre-CfE,Market
FI00,2028,1596,Biofuel,Post-CfE,Market
FI00,2028,1411,DSR,Post-CfE,Market
FI00,2028,1411,DSR,Pre-CfE,Market
FI00,2028,1407,Gas,Post-CfE,Market
FI00,2028,1492,Gas,Pre-CfE,Market
FI00,2028,170,Hard coal,Post-CfE,Market
FI00,2028,1766,Hard coal,Pre-CfE,Market
FI00,2028,4394,Nuclear,Post-CfE,Market
FI00,2028,4394,Nuclear,Pre-CfE,Market
FI00,2028,41,Oil,Post-CfE,Market
FI00,2028,41,Oil,Pre-CfE,Market
FI00,2028,153,Others (non-RES),Post-CfE,Market
FI00,2028,153,Others (non-RES),Pre-CfE,Market
FI00,2028,1729,Others (RES),Pre-CfE,Market
FI00,2028,3237,Reservoir,Post-CfE,Market
FI00,2028,3237,Reservoir,Pre-CfE,Market
FI00,2028,1729,Small biomass,Post-CfE,Market
FI00,2028,5298,Solar (PV),Post-CfE,Market
FI00,2028,5298,Solar (PV),Pre-CfE,Market
FI00,2028,0,Implicit solar PV,Post-CfE,Market
FI00,2028,0,Implicit solar PV,Pre-CfE,Market
FI00,2028,16977,Wind onshore,Post-CfE,Market
FI00,2028,16977,Wind onshore,Pre-CfE,Market
FI00,2030,1739,Battery,Post-CfE,Market
FI00,2030,1739,Battery,Pre-CfE,Market
FI00,2030,1282,Biofuel,Post-CfE,Market
FI00,2030,1664,DSR,Post-CfE,Market
FI00,2030,1664,DSR,Pre-CfE,Market
FI00,2030,1231,Gas,Post-CfE,Market
FI00,2030,1316,Gas,Pre-CfE,Market
FI00,2030,44,Hard coal,Post-CfE,Market
FI00,2030,1406,Hard coal,Pre-CfE,Market
FI00,2030,4394,Nuclear,Post-CfE,Market
FI00,2030,4394,Nuclear,Pre-CfE,Market
FI00,2030,153,Others (non-RES),Post-CfE,Market
FI00,2030,153,Others (non-RES),Pre-CfE,Market
FI00,2030,1729,Others (RES),Pre-CfE,Market
FI00,2030,3237,Reservoir,Post-CfE,Market
FI00,2030,3237,Reservoir,Pre-CfE,Market
FI00,2030,1729,Small biomass,Post-CfE,Market
FI00,2030,7598,Solar (PV),Post-CfE,Market
FI00,2030,7598,Solar (PV),Pre-CfE,Market
FI00,2030,0,Implicit solar PV,Post-CfE,Market
FI00,2030,0,Implicit solar PV,Pre-CfE,Market
FI00,2030,1000,Wind offshore,Post-CfE,Market
FI00,2030,1000,Wind offshore,Pre-CfE,Market
FI00,2030,23312,Wind onshore,Post-CfE,Market
FI00,2030,23312,Wind onshore,Pre-CfE,Market
FI00,2035,1889,Battery,Post-CfE,Market
FI00,2035,1889,Battery,Pre-CfE,Market
FI00,2035,1178,Biofuel,Post-CfE,Market
FI00,2035,2083,DSR,Post-CfE,Market
FI00,2035,2083,DSR,Pre-CfE,Market
FI00,2035,1046,Gas,Post-CfE,Market
FI00,2035,1086,Gas,Pre-CfE,Market
FI00,2035,0,Hard coal,Post-CfE,Market
FI00,2035,1178,Hard coal,Pre-CfE,Market
FI00,2035,4394,Nuclear,Post-CfE,Market
FI00,2035,4394,Nuclear,Pre-CfE,Market
FI00,2035,153,Others (non-RES),Post-CfE,Market
FI00,2035,153,Others (non-RES),Pre-CfE,Market
FI00,2035,1729,Others (RES),Pre-CfE,Market
FI00,2035,3237,Reservoir,Post-CfE,Market
FI00,2035,3237,Reservoir,Pre-CfE,Market
FI00,2035,1729,Small biomass,Post-CfE,Market
FI00,2035,10995,Solar (PV),Post-CfE,Market
FI00,2035,10995,Solar (PV),Pre-CfE,Market
FI00,2035,0,Implicit solar PV,Post-CfE,Market
FI00,2035,0,Implicit solar PV,Pre-CfE,Market
FI00,2035,3600,Wind offshore,Post-CfE,Market
FI00,2035,3600,Wind offshore,Pre-CfE,Market
FI00,2035,39806,Wind onshore,Post-CfE,Market
FI00,2035,39806,Wind onshore,Pre-CfE,Market
FR00,2026,470,Battery,Post-CfE,Market
FR00,2026,470,Battery,Pre-CfE,Market
FR00,2026,1950,Closed loop pumping,Post-CfE,Market
FR00,2026,1950,Closed loop pumping,Pre-CfE,Market
FR00,2026,4550,DSR,Post-CfE,Market
FR00,2026,4550,DSR,Pre-CfE,Market
FR00,2026,7189,Gas,Post-CfE,Market
FR00,2026,7189,Gas,Pre-CfE,Market
FR00,2026,1724,Hard coal,Post-CfE,Market
FR00,2026,1724,Hard coal,Pre-CfE,Market
FR00,2026,0,Non-market batteries,Post-CfE,Non-Market
FR00,2026,665,Not defined or splitting not known RES,Post-CfE,Market
FR00,2026,63020,Nuclear,Post-CfE,Market
FR00,2026,63020,Nuclear,Pre-CfE,Market
FR00,2026,1331,Oil,Post-CfE,Market
FR00,2026,1331,Oil,Pre-CfE,Market
FR00,2026,1850,Open loop pumping,Post-CfE,Market
FR00,2026,1850,Open loop pumping,Pre-CfE,Market
FR00,2026,6340,Others (non-RES),Post-CfE,Market
FR00,2026,6340,Others (non-RES),Pre-CfE,Market
FR00,2026,1340,Others (RES),Pre-CfE,Market
FR00,2026,9600,Reservoir,Post-CfE,Market
FR00,2026,9600,Reservoir,Pre-CfE,Market
FR00,2026,13600,Run of river,Post-CfE,Market
FR00,2026,13600,Run of river,Pre-CfE,Market
FR00,2026,675,Small biomass,Post-CfE,Market
FR00,2026,24716,Solar (PV),Post-CfE,Market
FR00,2026,24716,Solar (PV),Pre-CfE,Market
FR00,2026,0,Implicit solar PV,Post-CfE,Market
FR00,2026,0,Implicit solar PV,Pre-CfE,Market
FR00,2026,2015,Wind offshore,Post-CfE,Market
FR00,2026,3015,Wind offshore,Pre-CfE,Market
FR00,2026,24800,Wind onshore,Post-CfE,Market
FR00,2026,24800,Wind onshore,Pre-CfE,Market
FR00,2028,470,Battery,Post-CfE,Market
FR00,2028,470,Battery,Pre-CfE,Market
FR00,2028,1950,Closed loop pumping,Post-CfE,Market
FR00,2028,1950,Closed loop pumping,Pre-CfE,Market
FR00,2028,5130,DSR,Post-CfE,Market
FR00,2028,5130,DSR,Pre-CfE,Market
FR00,2028,7189,Gas,Post-CfE,Market
FR00,2028,7189,Gas,Pre-CfE,Market
FR00,2028,0,Non-market batteries,Post-CfE,Non-Market
FR00,2028,715,Not defined or splitting not known RES,Post-CfE,Market
FR00,2028,63020,Nuclear,Post-CfE,Market
FR00,2028,63020,Nuclear,Pre-CfE,Market
FR00,2028,971,Oil,Post-CfE,Market
FR00,2028,1331,Oil,Pre-CfE,Market
FR00,2028,1850,Open loop pumping,Post-CfE,Market
FR00,2028,1850,Open loop pumping,Pre-CfE,Market
FR00,2028,7784,Others (non-RES),Post-CfE,Market
FR00,2028,7784,Others (non-RES),Pre-CfE,Market
FR00,2028,1390,Others (RES),Pre-CfE,Market
FR00,2028,9724,Reservoir,Post-CfE,Market
FR00,2028,9724,Reservoir,Pre-CfE,Market
FR00,2028,13600,Run of river,Post-CfE,Market
FR00,2028,13600,Run of river,Pre-CfE,Market
FR00,2028,675,Small biomass,Post-CfE,Market
FR00,2028,32516,Solar (PV),Post-CfE,Market
FR00,2028,32516,Solar (PV),Pre-CfE,Market
FR00,2028,0,Implicit solar PV,Post-CfE,Market
FR00,2028,0,Implicit solar PV,Pre-CfE,Market
FR00,2028,3015,Wind offshore,Post-CfE,Market
FR00,2028,3615,Wind offshore,Pre-CfE,Market
FR00,2028,27640,Wind onshore,Post-CfE,Market
FR00,2028,27640,Wind onshore,Pre-CfE,Market
FR00,2030,470,Battery,Post-CfE,Market
FR00,2030,470,Battery,Pre-CfE,Market
FR00,2030,1950,Closed loop pumping,Post-CfE,Market
FR00,2030,1950,Closed loop pumping,Pre-CfE,Market
FR00,2030,5710,DSR,Post-CfE,Market
FR00,2030,5710,DSR,Pre-CfE,Market
FR00,2030,7189,Gas,Post-CfE,Market
FR00,2030,7189,Gas,Pre-CfE,Market
FR00,2030,0,Non-market batteries,Post-CfE,Non-Market
FR00,2030,765,Not defined or splitting not known RES,Post-CfE,Market
FR00,2030,63020,Nuclear,Post-CfE,Market
FR00,2030,63020,Nuclear,Pre-CfE,Market
FR00,2030,971,Oil,Post-CfE,Market
FR00,2030,1331,Oil,Pre-CfE,Market
FR00,2030,1850,Open loop pumping,Post-CfE,Market
FR00,2030,1850,Open loop pumping,Pre-CfE,Market
FR00,2030,7504,Others (non-RES),Post-CfE,Market
FR00,2030,7504,Others (non-RES),Pre-CfE,Market
FR00,2030,1440,Others (RES),Pre-CfE,Market
FR00,2030,9847,Reservoir,Post-CfE,Market
FR00,2030,9847,Reservoir,Pre-CfE,Market
FR00,2030,13600,Run of river,Post-CfE,Market
FR00,2030,13600,Run of river,Pre-CfE,Market
FR00,2030,675,Small biomass,Post-CfE,Market
FR00,2030,40316,Solar (PV),Post-CfE,Market
FR00,2030,40316,Solar (PV),Pre-CfE,Market
FR00,2030,0,Implicit solar PV,Post-CfE,Market
FR00,2030,0,Implicit solar PV,Pre-CfE,Market
FR00,2030,3615,Wind offshore,Post-CfE,Market
FR00,2030,3875,Wind offshore,Pre-CfE,Market
FR00,2030,30480,Wind onshore,Post-CfE,Market
FR00,2030,30480,Wind onshore,Pre-CfE,Market
FR00,2035,470,Battery,Post-CfE,Market
FR00,2035,470,Battery,Pre-CfE,Market
FR00,2035,2179,Closed loop pumping,Post-CfE,Market
FR00,2035,2179,Closed loop pumping,Pre-CfE,Market
FR00,2035,6600,DSR,Post-CfE,Market
FR00,2035,6600,DSR,Pre-CfE,Market
FR00,2035,7189,Gas,Post-CfE,Market
FR00,2035,7189,Gas,Pre-CfE,Market
FR00,2035,0,Non-market batteries,Post-CfE,Non-Market
FR00,2035,765,Not defined or splitting not known RES,Post-CfE,Market
FR00,2035,63020,Nuclear,Post-CfE,Market
FR00,2035,63020,Nuclear,Pre-CfE,Market
FR00,2035,1331,Oil,Pre-CfE,Market
FR00,2035,2068,Open loop pumping,Post-CfE,Market
FR00,2035,2068,Open loop pumping,Pre-CfE,Market
FR00,2035,5516,Others (non-RES),Post-CfE,Market
FR00,2035,5516,Others (non-RES),Pre-CfE,Market
FR00,2035,1440,Others (RES),Pre-CfE,Market
FR00,2035,9847,Reservoir,Post-CfE,Market
FR00,2035,9847,Reservoir,Pre-CfE,Market
FR00,2035,13600,Run of river,Post-CfE,Market
FR00,2035,13600,Run of river,Pre-CfE,Market
FR00,2035,675,Small biomass,Post-CfE,Market
FR00,2035,62216,Solar (PV),Post-CfE,Market
FR00,2035,62216,Solar (PV),Pre-CfE,Market
FR00,2035,0,Implicit solar PV,Post-CfE,Market
FR00,2035,0,Implicit solar PV,Pre-CfE,Market
FR00,2035,14775,Wind offshore,Post-CfE,Market
FR00,2035,17975,Wind offshore,Pre-CfE,Market
FR00,2035,37580,Wind onshore,Post-CfE,Market
FR00,2035,37580,Wind onshore,Pre-CfE,Market
GR00,2026,700,Battery,Post-CfE,Market
GR00,2026,700,Battery,Pre-CfE,Market
GR00,2026,680,Closed loop pumping,Post-CfE,Market
GR00,2026,680,Closed loop pumping,Pre-CfE,Market
GR00,2026,155,DSR,Post-CfE,Market
GR00,2026,290,DSR,Pre-CfE,Market
GR00,2026,7687,Gas,Post-CfE,Market
GR00,2026,7687,Gas,Pre-CfE,Market
GR00,2026,660,Lignite,Post-CfE,Market
GR00,2026,660,Lignite,Pre-CfE,Market
GR00,2026,0,Non-market batteries,Post-CfE,Non-Market
GR00,2026,144,Not defined or splitting not known RES,Post-CfE,Market
GR00,2026,699,Open loop pumping,Post-CfE,Market
GR00,2026,699,Open loop pumping,Pre-CfE,Market
GR00,2026,285,Others (RES),Pre-CfE,Market
GR00,2026,22,Pondage,Post-CfE,Market
GR00,2026,22,Pondage,Pre-CfE,Market
GR00,2026,2661,Reservoir,Post-CfE,Market
GR00,2026,2661,Reservoir,Pre-CfE,Market
GR00,2026,293,Run of river,Post-CfE,Market
GR00,2026,293,Run of river,Pre-CfE,Market
GR00,2026,141,Small biomass,Post-CfE,Market
GR00,2026,8842,Solar (PV),Post-CfE,Market
GR00,2026,8842,Solar (PV),Pre-CfE,Market
GR00,2026,0,Implicit solar PV,Post-CfE,Market
GR00,2026,0,Implicit solar PV,Pre-CfE,Market
GR00,2026,5701,Wind onshore,Post-CfE,Market
GR00,2026,5701,Wind onshore,Pre-CfE,Market
GR00,2028,1500,Battery,Post-CfE,Market
GR00,2028,1500,Battery,Pre-CfE,Market
GR00,2028,680,Closed loop pumping,Post-CfE,Market
GR00,2028,680,Closed loop pumping,Pre-CfE,Market
GR00,2028,205,DSR,Post-CfE,Market
GR00,2028,340,DSR,Pre-CfE,Market
GR00,2028,7687,Gas,Post-CfE,Market
GR00,2028,7687,Gas,Pre-CfE,Market
GR00,2028,660,Lignite,Post-CfE,Market
GR00,2028,660,Lignite,Pre-CfE,Market
GR00,2028,0,Non-market batteries,Post-CfE,Non-Market
GR00,2028,147,Not defined or splitting not known RES,Post-CfE,Market
GR00,2028,699,Open loop pumping,Post-CfE,Market
GR00,2028,699,Open loop pumping,Pre-CfE,Market
GR00,2028,293,Others (RES),Pre-CfE,Market
GR00,2028,22,Pondage,Post-CfE,Market
GR00,2028,22,Pondage,Pre-CfE,Market
GR00,2028,2744,Reservoir,Post-CfE,Market
GR00,2028,2744,Reservoir,Pre-CfE,Market
GR00,2028,298,Run of river,Post-CfE,Market
GR00,2028,298,Run of river,Pre-CfE,Market
GR00,2028,145,Small biomass,Post-CfE,Market
GR00,2028,10811,Solar (PV),Post-CfE,Market
GR00,2028,10811,Solar (PV),Pre-CfE,Market
GR00,2028,0,Implicit solar PV,Post-CfE,Market
GR00,2028,0,Implicit solar PV,Pre-CfE,Market
GR00,2028,6196,Wind onshore,Post-CfE,Market
GR00,2028,6196,Wind onshore,Pre-CfE,Market
GR00,2030,3100,Battery,Post-CfE,Market
GR00,2030,3100,Battery,Pre-CfE,Market
GR00,2030,680,Closed loop pumping,Post-CfE,Market
GR00,2030,680,Closed loop pumping,Pre-CfE,Market
GR00,2030,285,DSR,Post-CfE,Market
GR00,2030,420,DSR,Pre-CfE,Market
GR00,2030,7687,Gas,Post-CfE,Market
GR00,2030,7687,Gas,Pre-CfE,Market
GR00,2030,0,Non-market batteries,Post-CfE,Non-Market
GR00,2030,150,Not defined or splitting not known RES,Post-CfE,Market
GR00,2030,699,Open loop pumping,Post-CfE,Market
GR00,2030,699,Open loop pumping,Pre-CfE,Market
GR00,2030,300,Others (RES),Pre-CfE,Market
GR00,2030,22,Pondage,Post-CfE,Market
GR00,2030,22,Pondage,Pre-CfE,Market
GR00,2030,2744,Reservoir,Post-CfE,Market
GR00,2030,2744,Reservoir,Pre-CfE,Market
GR00,2030,302,Run of river,Post-CfE,Market
GR00,2030,302,Run of river,Pre-CfE,Market
GR00,2030,150,Small biomass,Post-CfE,Market
GR00,2030,12900,Solar (PV),Post-CfE,Market
GR00,2030,12900,Solar (PV),Pre-CfE,Market
GR00,2030,0,Implicit solar PV,Post-CfE,Market
GR00,2030,0,Implicit solar PV,Pre-CfE,Market
GR00,2030,1900,Wind offshore,Post-CfE,Market
GR00,2030,1900,Wind offshore,Pre-CfE,Market
GR00,2030,6800,Wind onshore,Post-CfE,Market
GR00,2030,6800,Wind onshore,Pre-CfE,Market
GR00,2035,3600,Battery,Post-CfE,Market
GR00,2035,3600,Battery,Pre-CfE,Market
GR00,2035,1500,Closed loop pumping,Post-CfE,Market
GR00,2035,1500,Closed loop pumping,Pre-CfE,Market
GR00,2035,535,DSR,Post-CfE,Market
GR00,2035,670,DSR,Pre-CfE,Market
GR00,2035,7113,Gas,Post-CfE,Market
GR00,2035,7113,Gas,Pre-CfE,Market
GR00,2035,100,Geothermal,Post-CfE,Market
GR00,2035,0,Non-market batteries,Post-CfE,Non-Market
GR00,2035,200,Not defined or splitting not known RES,Post-CfE,Market
GR00,2035,699,Open loop pumping,Post-CfE,Market
GR00,2035,699,Open loop pumping,Pre-CfE,Market
GR00,2035,900,Others (RES),Pre-CfE,Market
GR00,2035,22,Pondage,Post-CfE,Market
GR00,2035,22,Pondage,Pre-CfE,Market
GR00,2035,2744,Reservoir,Post-CfE,Market
GR00,2035,2744,Reservoir,Pre-CfE,Market
GR00,2035,508,Run of river,Post-CfE,Market
GR00,2035,508,Run of river,Pre-CfE,Market
GR00,2035,600,Small biomass,Post-CfE,Market
GR00,2035,18000,Solar (PV),Post-CfE,Market
GR00,2035,18000,Solar (PV),Pre-CfE,Market
GR00,2035,0,Implicit solar PV,Post-CfE,Market
GR00,2035,0,Implicit solar PV,Pre-CfE,Market
GR00,2035,6200,Wind offshore,Post-CfE,Market
GR00,2035,6200,Wind offshore,Pre-CfE,Market
GR00,2035,7500,Wind onshore,Post-CfE,Market
GR00,2035,7500,Wind onshore,Pre-CfE,Market
GR03,2026,0,Non-market batteries,Post-CfE,Non-Market
GR03,2026,408,Oil,Post-CfE,Market
GR03,2026,408,Oil,Pre-CfE,Market
GR03,2026,250,Solar (PV),Post-CfE,Market
GR03,2026,250,Solar (PV),Pre-CfE,Market
GR03,2026,70,Solar (thermal),Post-CfE,Market
GR03,2026,70,Solar (thermal),Pre-CfE,Market
GR03,2026,0,Implicit solar PV,Post-CfE,Market
GR03,2026,0,Implicit solar PV,Pre-CfE,Market
GR03,2026,469,Wind onshore,Post-CfE,Market
GR03,2026,469,Wind onshore,Pre-CfE,Market
GR03,2028,150,Battery,Post-CfE,Market
GR03,2028,150,Battery,Pre-CfE,Market
GR03,2028,0,Non-market batteries,Post-CfE,Non-Market
GR03,2028,408,Oil,Post-CfE,Market
GR03,2028,408,Oil,Pre-CfE,Market
GR03,2028,400,Solar (PV),Post-CfE,Market
GR03,2028,400,Solar (PV),Pre-CfE,Market
GR03,2028,137,Solar (thermal),Post-CfE,Market
GR03,2028,137,Solar (thermal),Pre-CfE,Market
GR03,2028,0,Implicit solar PV,Post-CfE,Market
GR03,2028,0,Implicit solar PV,Pre-CfE,Market
GR03,2028,634,Wind onshore,Post-CfE,Market
GR03,2028,634,Wind onshore,Pre-CfE,Market
GR03,2030,300,Battery,Post-CfE,Market
GR03,2030,300,Battery,Pre-CfE,Market
GR03,2030,0,Non-market batteries,Post-CfE,Non-Market
GR03,2030,408,Oil,Post-CfE,Market
GR03,2030,408,Oil,Pre-CfE,Market
GR03,2030,500,Solar (PV),Post-CfE,Market
GR03,2030,500,Solar (PV),Pre-CfE,Market
GR03,2030,137,Solar (thermal),Post-CfE,Market
GR03,2030,137,Solar (thermal),Pre-CfE,Market
GR03,2030,0,Implicit solar PV,Post-CfE,Market
GR03,2030,0,Implicit solar PV,Pre-CfE,Market
GR03,2030,800,Wind onshore,Post-CfE,Market
GR03,2030,800,Wind onshore,Pre-CfE,Market
GR03,2035,400,Battery,Post-CfE,Market
GR03,2035,400,Battery,Pre-CfE,Market
GR03,2035,0,Non-market batteries,Post-CfE,Non-Market
GR03,2035,700,Solar (PV),Post-CfE,Market
GR03,2035,700,Solar (PV),Pre-CfE,Market
GR03,2035,200,Solar (thermal),Post-CfE,Market
GR03,2035,200,Solar (thermal),Pre-CfE,Market
GR03,2035,0,Implicit solar PV,Post-CfE,Market
GR03,2035,0,Implicit solar PV,Pre-CfE,Market
GR03,2035,1000,Wind onshore,Post-CfE,Market
GR03,2035,1000,Wind onshore,Pre-CfE,Market
HR00,2026,66,Battery,Post-CfE,Market
HR00,2026,66,Battery,Pre-CfE,Market
HR00,2026,87,DSR,Post-CfE,Market
HR00,2026,87,DSR,Pre-CfE,Market
HR00,2026,1474,Gas,Post-CfE,Market
HR00,2026,1474,Gas,Pre-CfE,Market
HR00,2026,20,Geothermal,Post-CfE,Market
HR00,2026,290,Hard coal,Post-CfE,Market
HR00,2026,290,Hard coal,Pre-CfE,Market
HR00,2026,0,Non-market batteries,Post-CfE,Non-Market
HR00,2026,335,Not defined or splitting not known RES,Post-CfE,Market
HR00,2026,303,Oil,Post-CfE,Market
HR00,2026,303,Oil,Pre-CfE,Market
HR00,2026,281,Open loop pumping,Post-CfE,Market
HR00,2026,281,Open loop pumping,Pre-CfE,Market
HR00,2026,200,Others (non-RES),Post-CfE,Market
HR00,2026,200,Others (non-RES),Pre-CfE,Market
HR00,2026,454,Others (RES),Pre-CfE,Market
HR00,2026,321,Pondage,Post-CfE,Market
HR00,2026,321,Pondage,Pre-CfE,Market
HR00,2026,1412,Reservoir,Post-CfE,Market
HR00,2026,1412,Reservoir,Pre-CfE,Market
HR00,2026,63,Run of river,Post-CfE,Market
HR00,2026,63,Run of river,Pre-CfE,Market
HR00,2026,99,Small biomass,Post-CfE,Market
HR00,2026,830,Solar (PV),Post-CfE,Market
HR00,2026,830,Solar (PV),Pre-CfE,Market
HR00,2026,120,Solar (thermal),Post-CfE,Market
HR00,2026,120,Solar (thermal),Pre-CfE,Market
HR00,2026,0,Implicit solar PV,Post-CfE,Market
HR00,2026,0,Implicit solar PV,Pre-CfE,Market
HR00,2026,2212,Wind onshore,Post-CfE,Market
HR00,2026,2212,Wind onshore,Pre-CfE,Market
HR00,2028,66,Battery,Post-CfE,Market
HR00,2028,66,Battery,Pre-CfE,Market
HR00,2028,87,DSR,Post-CfE,Market
HR00,2028,87,DSR,Pre-CfE,Market
HR00,2028,1474,Gas,Post-CfE,Market
HR00,2028,1474,Gas,Pre-CfE,Market
HR00,2028,20,Geothermal,Post-CfE,Market
HR00,2028,290,Hard coal,Post-CfE,Market
HR00,2028,290,Hard coal,Pre-CfE,Market
HR00,2028,0,Non-market batteries,Post-CfE,Non-Market
HR00,2028,415,Not defined or splitting not known RES,Post-CfE,Market
HR00,2028,303,Oil,Post-CfE,Market
HR00,2028,303,Oil,Pre-CfE,Market
HR00,2028,281,Open loop pumping,Post-CfE,Market
HR00,2028,281,Open loop pumping,Pre-CfE,Market
HR00,2028,200,Others (non-RES),Post-CfE,Market
HR00,2028,200,Others (non-RES),Pre-CfE,Market
HR00,2028,534,Others (RES),Pre-CfE,Market
HR00,2028,321,Pondage,Post-CfE,Market
HR00,2028,321,Pondage,Pre-CfE,Market
HR00,2028,1412,Reservoir,Post-CfE,Market
HR00,2028,1412,Reservoir,Pre-CfE,Market
HR00,2028,63,Run of river,Post-CfE,Market
HR00,2028,63,Run of river,Pre-CfE,Market
HR00,2028,99,Small biomass,Post-CfE,Market
HR00,2028,1413,Solar (PV),Post-CfE,Market
HR00,2028,1413,Solar (PV),Pre-CfE,Market
HR00,2028,160,Solar (thermal),Post-CfE,Market
HR00,2028,160,Solar (thermal),Pre-CfE,Market
HR00,2028,0,Implicit solar PV,Post-CfE,Market
HR00,2028,0,Implicit solar PV,Pre-CfE,Market
HR00,2028,2580,Wind onshore,Post-CfE,Market
HR00,2028,2580,Wind onshore,Pre-CfE,Market
HR00,2030,66,Battery,Post-CfE,Market
HR00,2030,66,Battery,Pre-CfE,Market
HR00,2030,87,DSR,Post-CfE,Market
HR00,2030,87,DSR,Pre-CfE,Market
HR00,2030,1474,Gas,Post-CfE,Market
HR00,2030,1474,Gas,Pre-CfE,Market
HR00,2030,20,Geothermal,Post-CfE,Market
HR00,2030,290,Hard coal,Post-CfE,Market
HR00,2030,290,Hard coal,Pre-CfE,Market
HR00,2030,0,Non-market batteries,Post-CfE,Non-Market
HR00,2030,495,Not defined or splitting not known RES,Post-CfE,Market
HR00,2030,303,Oil,Post-CfE,Market
HR00,2030,303,Oil,Pre-CfE,Market
HR00,2030,281,Open loop pumping,Post-CfE,Market
HR00,2030,281,Open loop pumping,Pre-CfE,Market
HR00,2030,200,Others (non-RES),Post-CfE,Market
HR00,2030,200,Others (non-RES),Pre-CfE,Market
HR00,2030,614,Others (RES),Pre-CfE,Market
HR00,2030,321,Pondage,Post-CfE,Market
HR00,2030,321,Pondage,Pre-CfE,Market
HR00,2030,1412,Reservoir,Post-CfE,Market
HR00,2030,1412,Reservoir,Pre-CfE,Market
HR00,2030,63,Run of river,Post-CfE,Market
HR00,2030,63,Run of river,Pre-CfE,Market
HR00,2030,99,Small biomass,Post-CfE,Market
HR00,2030,1533,Solar (PV),Post-CfE,Market
HR00,2030,1773,Solar (PV),Pre-CfE,Market
HR00,2030,400,Solar (thermal),Post-CfE,Market
HR00,2030,400,Solar (thermal),Pre-CfE,Market
HR00,2030,0,Implicit solar PV,Post-CfE,Market
HR00,2030,0,Implicit solar PV,Pre-CfE,Market
HR00,2030,510,Wind offshore,Post-CfE,Market
HR00,2030,510,Wind offshore,Pre-CfE,Market
HR00,2030,2824,Wind onshore,Post-CfE,Market
HR00,2030,2824,Wind onshore,Pre-CfE,Market
HR00,2035,66,Battery,Post-CfE,Market
HR00,2035,66,Battery,Pre-CfE,Market
HR00,2035,87,DSR,Post-CfE,Market
HR00,2035,87,DSR,Pre-CfE,Market
HR00,2035,498,Gas,Post-CfE,Market
HR00,2035,700,Gas,Pre-CfE,Market
HR00,2035,20,Geothermal,Post-CfE,Market
HR00,2035,290,Hard coal,Pre-CfE,Market
HR00,2035,0,Non-market batteries,Post-CfE,Non-Market
HR00,2035,495,Not defined or splitting not known RES,Post-CfE,Market
HR00,2035,281,Open loop pumping,Post-CfE,Market
HR00,2035,281,Open loop pumping,Pre-CfE,Market
HR00,2035,614,Others (RES),Pre-CfE,Market
HR00,2035,321,Pondage,Post-CfE,Market
HR00,2035,321,Pondage,Pre-CfE,Market
HR00,2035,1948,Reservoir,Post-CfE,Market
HR00,2035,1948,Reservoir,Pre-CfE,Market
HR00,2035,63,Run of river,Post-CfE,Market
HR00,2035,63,Run of river,Pre-CfE,Market
HR00,2035,99,Small biomass,Post-CfE,Market
HR00,2035,1795,Solar (PV),Post-CfE,Market
HR00,2035,1795,Solar (PV),Pre-CfE,Market
HR00,2035,400,Solar (thermal),Post-CfE,Market
HR00,2035,400,Solar (thermal),Pre-CfE,Market
HR00,2035,0,Implicit solar PV,Post-CfE,Market
HR00,2035,0,Implicit solar PV,Pre-CfE,Market
HR00,2035,510,Wind offshore,Post-CfE,Market
HR00,2035,510,Wind offshore,Pre-CfE,Market
HR00,2035,3133,Wind onshore,Post-CfE,Market
HR00,2035,3133,Wind onshore,Pre-CfE,Market
HU00,2026,398,Battery,Post-CfE,Market
HU00,2026,303,Battery,Pre-CfE,Market
HU00,2026,259,Biofuel,Post-CfE,Market
HU00,2026,2285,Gas,Post-CfE,Market
HU00,2026,2285,Gas,Pre-CfE,Market
